time,station,latitude[unit="degrees_north"],longitude[unit="degrees_east"],tmin[unit="degC"]
2006-01-01T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-10.007137
2006-01-02T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-12.415027
2006-01-03T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-20.199774
2006-01-04T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-8.533008
2006-01-05T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-12.497551
2006-01-06T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-6.5074453
2006-01-07T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-17.702423
2006-01-08T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-5.25879
2006-01-09T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-8.459028
2006-01-10T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-3.062166
2006-01-11T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-1.8029456
2006-01-12T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-3.399693
2006-01-13T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-14.317566
2006-01-14T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-9.606253
2006-01-15T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-12.407353
2006-01-16T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-18.842457
2006-01-17T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-20.51521
2006-01-18T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-12.404159
2006-01-19T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-12.436454
2006-01-20T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-15.176699
2006-01-21T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-15.348846
2006-01-22T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-6.919923
2006-01-23T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-1.1722769
2006-01-24T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-2.089884
2006-01-25T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-0.7337207
2006-01-26T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-6.8712482
2006-01-27T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-2.123085
2006-01-28T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-7.5354357
2006-01-29T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-7.784597
2006-01-30T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-4.5766664
2006-02-01T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-9.386635
2006-02-02T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-3.3924015
2006-02-03T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-14.443461
2006-02-04T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-5.224884
2006-02-05T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-16.23145
2006-02-06T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-18.164457
2006-02-07T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-21.1809
2006-02-08T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-14.344969
2006-02-09T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-9.328357
2006-02-10T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-16.985527
2006-02-11T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-18.139372
2006-02-12T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-17.6138
2006-02-13T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-18.64275
2006-02-14T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-4.756285
2006-02-15T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-6.9021525
2006-02-16T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-0.89159054
2006-02-17T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-0.6701192
2006-02-18T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-3.4832914
2006-02-19T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-2.4305224
2006-02-20T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,2.6927035
2006-02-21T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,1.454348
2006-02-22T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-1.0778048
2006-02-23T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-0.85010004
2006-02-24T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,2.9839406
2006-02-25T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,0.8620667
2006-02-26T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-0.9918492
2006-02-27T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-3.0409086
2006-02-28T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-5.4213157
2006-02-29T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,0.5936835
2006-02-30T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-0.3314425
2006-03-01T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,5.0538793
2006-03-02T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-1.4970167
2006-03-03T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-2.4522126
2006-03-04T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-5.5016265
2006-03-05T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-2.340054
2006-03-06T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,4.620236
2006-03-07T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,3.110228
2006-03-08T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,6.2329
2006-03-09T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,0.8018608
2006-03-10T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-0.4392692
2006-03-11T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-0.16738252
2006-03-12T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,2.0177848
2006-03-13T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-5.9774003
2006-03-14T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-10.167576
2006-03-15T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-3.1911523
2006-03-16T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-3.4211848
2006-03-17T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,0.4632725
2006-03-18T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-0.901838
2006-03-19T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,3.605542
2006-03-20T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-2.0700436
2006-03-21T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-6.957417
2006-03-22T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-6.914812
2006-03-23T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-6.726342
2006-03-24T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-4.4093666
2006-03-25T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-0.027593069
2006-03-26T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,5.8829603
2006-03-27T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,7.198124
2006-03-28T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,5.358508
2006-03-29T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,11.471542
2006-03-30T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,3.4733279
2006-04-01T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,5.079491
2006-04-02T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,8.389967
2006-04-03T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,5.470456
2006-04-04T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,1.3268514
2006-04-05T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,2.3754642
2006-04-06T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,6.1623774
2006-04-07T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,11.116925
2006-04-08T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,8.828649
2006-04-09T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,9.252025
2006-04-10T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,15.679525
2006-04-11T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,7.499447
2006-04-12T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,13.853346
2006-04-13T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,15.764907
2006-04-14T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,17.689491
2006-04-15T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,11.980483
2006-04-16T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,6.017658
2006-04-17T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,5.7972775
2006-04-18T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,2.5241919
2006-04-19T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,2.667644
2006-04-20T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,1.1343123
2006-04-21T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,8.550904
2006-04-22T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,8.526098
2006-04-23T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,8.97906
2006-04-24T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,7.2628317
2006-04-25T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,4.125261
2006-04-26T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,8.461895
2006-04-27T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,15.002487
2006-04-28T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,14.877012
2006-04-29T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,13.81564
2006-04-30T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,16.540997
2006-05-01T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,17.085094
2006-05-02T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,11.4861965
2006-05-03T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,11.66816
2006-05-04T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,12.517596
2006-05-05T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,13.690443
2006-05-06T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,6.9119415
2006-05-07T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,12.855146
2006-05-08T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,15.674703
2006-05-09T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,11.659814
2006-05-10T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,9.870896
2006-05-11T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,6.9552746
2006-05-12T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,11.303676
2006-05-13T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,12.5617285
2006-05-14T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,12.823011
2006-05-15T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,13.777176
2006-05-16T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,10.60598
2006-05-17T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,9.083171
2006-05-18T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,6.946835
2006-05-19T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,7.386281
2006-05-20T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,10.956147
2006-05-21T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,6.585711
2006-05-22T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,8.321087
2006-05-23T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,10.798416
2006-05-24T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,12.170045
2006-05-25T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,12.087477
2006-05-26T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,13.840113
2006-05-27T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,15.97669
2006-05-28T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,17.885845
2006-05-29T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,16.779482
2006-05-30T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,16.011894
2006-06-01T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,17.149456
2006-06-02T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,16.733505
2006-06-03T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,18.85249
2006-06-04T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,20.355928
2006-06-05T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,19.40203
2006-06-06T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,20.756273
2006-06-07T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,18.813501
2006-06-08T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,18.214804
2006-06-09T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,22.151764
2006-06-10T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,17.886196
2006-06-11T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,18.383793
2006-06-12T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,24.414974
2006-06-13T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,22.628057
2006-06-14T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,20.9344
2006-06-15T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,21.157658
2006-06-16T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,21.386116
2006-06-17T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,16.115461
2006-06-18T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,20.144066
2006-06-19T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,15.785055
2006-06-20T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,15.533822
2006-06-21T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,18.265932
2006-06-22T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,18.846184
2006-06-23T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,13.498232
2006-06-24T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,14.142339
2006-06-25T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,13.75782
2006-06-26T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,14.53899
2006-06-27T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,15.042741
2006-06-28T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,13.760968
2006-06-29T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,18.090508
2006-06-30T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,16.214167
2006-07-01T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,14.900406
2006-07-02T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,15.420031
2006-07-03T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,12.386706
2006-07-04T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,14.58957
2006-07-05T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,15.82761
2006-07-06T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,18.735626
2006-07-07T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,19.529196
2006-07-08T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,13.64019
2006-07-09T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,13.368464
2006-07-10T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,16.266087
2006-07-11T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,18.493994
2006-07-12T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,18.62435
2006-07-13T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,19.720623
2006-07-14T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,17.445042
2006-07-15T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,20.6281
2006-07-16T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,20.833105
2006-07-17T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,23.304703
2006-07-18T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,22.50501
2006-07-19T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,24.65
2006-07-20T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,21.323856
2006-07-21T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,16.736456
2006-07-22T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,15.015359
2006-07-23T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,16.379807
2006-07-24T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,17.781122
2006-07-25T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,20.563194
2006-07-26T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,22.603569
2006-07-27T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,22.928995
2006-07-28T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,21.9807
2006-07-29T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,21.741838
2006-07-30T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,22.249306
2006-08-01T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,20.371347
2006-08-02T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,21.118126
2006-08-03T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,23.109476
2006-08-04T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,22.117487
2006-08-05T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,22.767624
2006-08-06T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,23.254255
2006-08-07T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,17.931795
2006-08-08T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,14.337002
2006-08-09T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,17.928679
2006-08-10T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,17.638182
2006-08-11T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,16.386326
2006-08-12T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,19.283709
2006-08-13T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,15.156062
2006-08-14T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,15.899048
2006-08-15T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,17.270468
2006-08-16T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,15.661566
2006-08-17T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,17.169043
2006-08-18T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,18.637825
2006-08-19T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,19.412079
2006-08-20T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,20.660946
2006-08-21T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,19.717247
2006-08-22T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,19.374573
2006-08-23T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,19.691696
2006-08-24T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,21.246777
2006-08-25T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,20.357292
2006-08-26T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,21.307365
2006-08-27T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,20.943302
2006-08-28T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,22.291426
2006-08-29T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,22.72105
2006-08-30T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,21.548489
2006-09-01T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,22.700676
2006-09-02T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,16.410933
2006-09-03T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,14.618006
2006-09-04T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,15.477442
2006-09-05T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,15.845036
2006-09-06T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,16.837677
2006-09-07T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,16.999376
2006-09-08T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,14.415962
2006-09-09T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,12.259609
2006-09-10T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,13.324687
2006-09-11T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,12.836228
2006-09-12T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,16.012123
2006-09-13T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,12.646485
2006-09-14T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,9.525604
2006-09-15T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,13.051973
2006-09-16T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,14.2044735
2006-09-17T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,12.389517
2006-09-18T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,9.755775
2006-09-19T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,9.530628
2006-09-20T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,11.902783
2006-09-21T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,11.169286
2006-09-22T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,13.9488945
2006-09-23T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,13.198993
2006-09-24T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,15.62848
2006-09-25T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,14.050293
2006-09-26T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,15.0376215
2006-09-27T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,15.029615
2006-09-28T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,10.566947
2006-09-29T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,10.204493
2006-09-30T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,11.782389
2006-10-01T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,12.474684
2006-10-02T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,10.563556
2006-10-03T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,10.383173
2006-10-04T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,9.670135
2006-10-05T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,1.9431001
2006-10-06T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,8.315727
2006-10-07T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,1.1366688
2006-10-08T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-2.9643402
2006-10-09T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-1.263563
2006-10-10T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,5.989905
2006-10-11T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-0.6844271
2006-10-12T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,0.90156925
2006-10-13T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-3.3739314
2006-10-14T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,0.5278312
2006-10-15T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,3.968621
2006-10-16T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,4.263207
2006-10-17T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,2.4548993
2006-10-18T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-1.1078876
2006-10-19T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-3.5539656
2006-10-20T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-2.0774803
2006-10-21T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,1.8634634
2006-10-22T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,4.4820447
2006-10-23T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-1.6258085
2006-10-24T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,3.6730845
2006-10-25T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-1.6343892
2006-10-26T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-0.36858594
2006-10-27T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-6.3777695
2006-10-28T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-7.2499413
2006-10-29T12:00:00Z,GridPointAt[39.056N_95.191W],39.056,-95.190,-5.8042927
