#
# Transition date estimate for cperuvb
#
# Site: cperuvb
# Veg Type: GR
# ROI ID Number: 1000
# Aggregation period: 3day
# Year min: 2015
# Year max: 2020
# Final Processing Date: 2022-05-03
# Final Processing Time: 14:05:28
# Spline RMSE gcc_mean: 0.00115
# Spline RMSE gcc_50: 0.00107
# Spline RMSE gcc_75: 0.00103
# Spline RMSE gcc_90: 0.00105
#
site,veg_type,roi_id,direction,gcc_value,transition_10,transition_25,transition_50,transition_10_lower_ci,transition_25_lower_ci,transition_50_lower_ci,transition_10_upper_ci,transition_25_upper_ci,transition_50_upper_ci,threshold_10,threshold_25,threshold_50,min_gcc,max_gcc
cperuvb,GR,1000,falling,gcc_50,2019-08-17,2019-08-06,2019-07-22,2019-08-20,2019-08-08,2019-07-24,2019-08-15,2019-08-03,2019-07-21,0.33541,0.34174,0.35457,0.33089,0.37622
cperuvb,GR,1000,falling,gcc_50,2018-08-06,2018-07-08,2018-06-24,2018-08-12,2018-07-11,2018-06-26,2018-07-29,2018-07-05,2018-06-22,0.33271,0.33807,0.34744,0.32922,0.36552
cperuvb,GR,1000,falling,gcc_50,2017-10-28,2017-09-10,2017-08-22,2017-10-31,2017-10-20,2017-08-24,2017-10-24,2017-09-09,2017-08-20,0.33057,0.33542,0.34308,0.32793,0.35795
cperuvb,GR,1000,falling,gcc_50,2016-09-27,2016-09-08,2016-08-10,2016-10-04,2016-09-12,2016-08-11,2016-09-21,2016-09-03,2016-08-08,0.33182,0.33607,0.34361,0.32904,0.35792
cperuvb,GR,1000,falling,gcc_50,2015-08-16,2015-08-06,2015-07-27,2015-08-18,2015-08-07,2015-07-29,2015-08-12,2015-08-04,2015-07-26,0.32595,0.33122,0.34148,0.32259,0.35948
cperuvb,GR,1000,falling,gcc_mean,2020-08-06,2020-06-14,2020-05-30,2020-08-07,2020-06-15,2020-05-31,2020-08-01,2020-06-13,2019-07-22,0.33407,0.34132,0.35303,0.32962,0.37642
cperuvb,GR,1000,falling,gcc_mean,2018-08-05,2018-07-08,2018-06-23,2018-08-11,2018-07-11,2018-06-26,2018-07-28,2018-07-04,2018-06-22,0.3326,0.33792,0.34804,0.32905,0.36569
cperuvb,GR,1000,falling,gcc_mean,2017-10-27,2017-09-08,2017-08-22,2017-10-30,2017-10-20,2017-08-24,2017-10-24,2017-09-07,2017-08-20,0.33084,0.33534,0.34335,0.32798,0.358
cperuvb,GR,1000,falling,gcc_mean,2016-10-20,2016-09-16,2016-08-13,2016-10-23,2016-09-22,2016-08-14,2016-10-04,2016-09-11,2016-08-11,0.32913,0.33401,0.34221,0.3261,0.35803
cperuvb,GR,1000,falling,gcc_mean,2015-08-16,2015-08-06,2015-07-27,2015-08-18,2015-08-07,2015-07-29,2015-08-13,2015-08-04,2015-07-26,0.32599,0.33147,0.34189,0.32237,0.36055
