#
# Transition date estimate for tonzi
#
# Site: tonzi
# Veg Type: GR
# ROI ID Number: 1000
# Aggregation period: 3day
# Year min: 2012
# Year max: 2020
# Final Processing Date: 2021-09-01
# Final Processing Time: 15:43:55
# Spline RMSE gcc_mean: 0.00309
# Spline RMSE gcc_50: 0.00297
# Spline RMSE gcc_75: 0.00296
# Spline RMSE gcc_90: 0.00281
#
site,veg_type,roi_id,direction,gcc_value,transition_10,transition_25,transition_50,transition_10_lower_ci,transition_25_lower_ci,transition_50_lower_ci,transition_10_upper_ci,transition_25_upper_ci,transition_50_upper_ci,threshold_10,threshold_25,threshold_50,min_gcc,max_gcc
tonzi,GR,1000,falling,gcc_75,2019-06-21,2019-06-11,2019-05-10,2019-06-25,2019-06-14,2019-05-13,2019-06-18,2019-06-07,2019-05-09,0.3081,0.32008,0.34262,0.30037,0.38056
tonzi,GR,1000,falling,gcc_75,2018-06-01,2018-05-24,2018-05-16,2018-06-04,2018-05-27,2018-05-19,2018-05-27,2018-05-21,2018-05-14,0.30695,0.31788,0.33797,0.30046,0.37098
tonzi,GR,1000,falling,gcc_75,2017-06-02,2017-05-24,2017-05-16,2017-06-16,2017-06-09,2017-05-19,2017-05-26,2017-05-20,2017-05-14,0.30965,0.32036,0.3438,0.30223,0.38314
tonzi,GR,1000,falling,gcc_75,2016-05-30,2016-05-25,2016-05-17,2016-05-31,2016-05-26,2016-05-20,2016-05-27,2016-05-23,2016-05-16,0.3104,0.32355,0.34758,0.30367,0.38646
tonzi,GR,1000,falling,gcc_75,2015-05-28,2015-05-17,2015-05-08,2015-05-30,2015-05-21,2015-05-10,2015-05-24,2015-05-14,2015-05-07,0.30805,0.3186,0.33665,0.30244,0.36947
tonzi,GR,1000,falling,gcc_75,2014-05-25,2014-05-21,2014-05-16,2014-05-26,2014-05-23,2014-05-18,2014-05-22,2014-05-19,2014-05-15,0.30876,0.32339,0.35072,0.30151,0.39656
tonzi,GR,1000,falling,gcc_75,2013-05-12,2013-05-07,2013-04-29,2013-05-14,2013-05-08,2013-05-01,2013-05-10,2013-05-04,2013-04-27,0.30785,0.31804,0.33896,0.30092,0.37582
tonzi,GR,1000,falling,gcc_75,2012-05-28,2012-05-23,2012-05-17,2012-05-29,2012-05-24,2012-05-19,2012-05-25,2012-05-22,2012-05-15,0.31023,0.32357,0.34402,0.30409,0.38371
tonzi,GR,1000,falling,gcc_50,2020-05-30,2020-05-24,2020-05-10,2020-05-31,2020-05-26,2020-05-13,2020-05-27,2020-05-21,2020-05-09,0.30628,0.31719,0.336,0.3011,0.36907
tonzi,GR,1000,falling,gcc_50,2019-06-26,2019-06-16,2019-05-13,2019-07-01,2019-06-18,2019-05-18,2019-06-21,2019-06-12,2019-05-11,0.30096,0.31134,0.33181,0.29396,0.36738
tonzi,GR,1000,falling,gcc_50,2018-06-02,2018-05-25,2018-05-17,2018-06-05,2018-05-29,2018-05-20,2018-05-28,2018-05-22,2018-05-16,0.30135,0.31233,0.33243,0.29513,0.36399
tonzi,GR,1000,falling,gcc_50,2017-06-08,2017-05-23,2017-05-16,2017-06-16,2017-06-16,2017-05-19,2017-05-26,2017-05-20,2017-05-15,0.30243,0.31598,0.33874,0.29693,0.37421
tonzi,GR,1000,falling,gcc_50,2016-05-30,2016-05-26,2016-05-18,2016-05-31,2016-05-27,2016-05-20,2016-05-27,2016-05-24,2016-05-17,0.30697,0.31707,0.34174,0.30061,0.37874
tonzi,GR,1000,falling,gcc_50,2015-05-26,2015-05-16,2015-05-08,2015-05-29,2015-05-18,2015-05-10,2015-05-20,2015-05-13,2015-05-06,0.30463,0.31429,0.33297,0.29862,0.36709
tonzi,GR,1000,falling,gcc_50,2014-05-25,2014-05-21,2014-05-15,2014-05-26,2014-05-23,2014-05-18,2014-05-22,2014-05-18,2014-05-14,0.30437,0.31797,0.34651,0.29747,0.38417
tonzi,GR,1000,falling,gcc_50,2013-05-14,2013-05-08,2013-04-30,2013-05-16,2013-05-10,2013-05-02,2013-05-11,2013-05-05,2013-04-28,0.30161,0.31289,0.33268,0.29565,0.36952
tonzi,GR,1000,falling,gcc_50,2012-05-28,2012-05-24,2012-05-18,2012-05-30,2012-05-25,2012-05-20,2012-05-26,2012-05-22,2012-05-17,0.30669,0.31693,0.3383,0.29944,0.37258
tonzi,GR,1000,falling,gcc_mean,2020-05-30,2020-05-24,2020-05-09,2020-06-01,2020-05-25,2020-05-12,2020-05-26,2020-05-21,2020-05-08,0.30072,0.31136,0.33198,0.29521,0.36659
tonzi,GR,1000,falling,gcc_mean,2019-06-21,2019-06-12,2019-05-11,2019-06-25,2019-06-15,2019-05-16,2019-06-18,2019-06-08,2019-05-10,0.29885,0.30976,0.32999,0.29166,0.36499
tonzi,GR,1000,falling,gcc_mean,2018-06-01,2018-05-27,2018-05-20,2018-06-03,2018-05-29,2018-05-23,2018-05-28,2018-05-24,2018-05-18,0.29363,0.30307,0.32028,0.28926,0.35124
tonzi,GR,1000,falling,gcc_mean,2017-06-08,2017-05-21,2017-05-15,2017-06-16,2017-05-22,2017-05-18,2017-05-26,2017-05-18,2017-05-13,0.29541,0.31114,0.33738,0.29216,0.37892
tonzi,GR,1000,falling,gcc_mean,2016-05-30,2016-05-25,2016-05-18,2016-06-01,2016-05-26,2016-05-20,2016-05-27,2016-05-23,2016-05-16,0.30216,0.31497,0.33647,0.29547,0.37633
tonzi,GR,1000,falling,gcc_mean,2015-05-24,2015-05-17,2015-05-07,2015-05-26,2015-05-19,2015-05-09,2015-05-20,2015-05-14,2015-05-05,0.29699,0.30798,0.32869,0.29084,0.36536
tonzi,GR,1000,falling,gcc_mean,2014-05-24,2014-05-21,2014-05-16,2014-05-25,2014-05-23,2014-05-18,2014-05-21,2014-05-18,2014-05-14,0.3024,0.31604,0.33958,0.29737,0.38105
tonzi,GR,1000,falling,gcc_mean,2013-05-12,2013-05-07,2013-04-29,2013-05-14,2013-05-09,2013-05-02,2013-05-09,2013-05-05,2013-04-28,0.29949,0.31011,0.33116,0.29305,0.36505
tonzi,GR,1000,falling,gcc_mean,2012-05-28,2012-05-24,2012-05-18,2012-05-30,2012-05-25,2012-05-20,2012-05-26,2012-05-22,2012-05-17,0.30012,0.31124,0.33395,0.29317,0.37315
