#
# Transition date estimate for NEON.D13.MOAB.DP1.00033
#
# Site: NEON.D13.MOAB.DP1.00033
# Veg Type: GR
# ROI ID Number: 1000
# Aggregation period: 3day
# Year min: 2018
# Year max: 2020
# Final Processing Date: 2022-05-03
# Final Processing Time: 14:10:54
# Spline RMSE gcc_mean: 0.00175
# Spline RMSE gcc_50: 0.00209
# Spline RMSE gcc_75: 0.00207
# Spline RMSE gcc_90: 0.00194
#
site,veg_type,roi_id,direction,gcc_value,transition_10,transition_25,transition_50,transition_10_lower_ci,transition_25_lower_ci,transition_50_lower_ci,transition_10_upper_ci,transition_25_upper_ci,transition_50_upper_ci,threshold_10,threshold_25,threshold_50,min_gcc,max_gcc
NEON.D13.MOAB.DP1.00033,GR,1000,rising,gcc_90,2019-04-07,2019-04-14,2019-04-22,2019-04-05,2019-04-11,2019-04-19,2019-04-11,2019-04-17,2019-04-23,0.32431,0.32955,0.33883,0.32158,0.35402
NEON.D13.MOAB.DP1.00033,GR,1000,rising,gcc_75,2019-04-13,2019-04-18,2019-04-24,2019-04-08,2019-04-16,2019-04-22,2019-04-14,2019-04-19,2019-04-27,0.32443,0.32901,0.33676,0.32216,0.35134
NEON.D13.MOAB.DP1.00033,GR,1000,rising,gcc_50,2018-12-22,2018-12-25,2019-01-02,2018-12-21,2018-12-24,2019-01-01,2018-12-23,2018-12-26,2019-04-26,0.31823,0.32225,0.33243,0.31559,0.3479
NEON.D13.MOAB.DP1.00033,GR,1000,rising,gcc_mean,2018-12-23,2018-12-26,2019-01-02,2018-12-22,2018-12-25,2019-01-01,2018-12-24,2018-12-27,2019-04-26,0.31856,0.32343,0.33231,0.31636,0.3475
NEON.D13.MOAB.DP1.00033,GR,1000,falling,gcc_90,2019-06-21,2019-06-15,2019-06-08,2019-07-08,2019-06-18,2019-06-11,2019-06-20,2019-06-12,2019-06-07,0.32742,0.33177,0.33988,0.32449,0.35396
NEON.D13.MOAB.DP1.00033,GR,1000,falling,gcc_75,2019-06-22,2019-06-15,2019-06-08,2019-07-11,2019-06-18,2019-06-11,2019-06-21,2019-06-14,2019-06-07,0.32387,0.32858,0.33734,0.32126,0.35062
NEON.D13.MOAB.DP1.00033,GR,1000,falling,gcc_50,2020-02-03,2020-01-28,2020-01-11,2020-02-04,2020-01-29,2020-01-12,2020-01-30,2020-01-21,2019-06-07,0.31927,0.32409,0.33222,0.31695,0.34736
NEON.D13.MOAB.DP1.00033,GR,1000,falling,gcc_mean,2020-02-02,2020-01-25,2020-01-10,2020-02-03,2020-01-26,2020-01-11,2020-01-29,2020-01-20,2019-06-07,0.32073,0.32495,0.33267,0.31803,0.34717
