time,station,latitude[unit="degrees_north"],longitude[unit="degrees_east"],tmax[unit="degC"]
2006-01-01T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,12.641714
2006-01-02T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,13.605441
2006-01-03T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,12.480784
2006-01-04T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,11.672674
2006-01-05T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,11.991104
2006-01-06T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,19.021141
2006-01-07T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,16.274033
2006-01-08T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,16.070934
2006-01-09T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,15.486707
2006-01-10T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,18.72667
2006-01-11T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,16.25492
2006-01-12T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,20.142147
2006-01-13T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,15.815906
2006-01-14T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,19.770807
2006-01-15T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,21.773193
2006-01-16T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,20.81537
2006-01-17T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,20.365103
2006-01-18T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,15.8553705
2006-01-19T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,14.635554
2006-01-20T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,14.545659
2006-01-21T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,12.266249
2006-01-22T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,14.106653
2006-01-23T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,12.358578
2006-01-24T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,12.249552
2006-01-25T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,11.750635
2006-01-26T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,12.495092
2006-01-27T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,17.284931
2006-01-28T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,17.585703
2006-01-29T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,15.022667
2006-01-30T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,11.580997
2006-02-01T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,9.856474
2006-02-02T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,9.678285
2006-02-03T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,10.337465
2006-02-04T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,11.58498
2006-02-05T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,10.504483
2006-02-06T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,9.13453
2006-02-07T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,10.962298
2006-02-08T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,11.524389
2006-02-09T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,11.530939
2006-02-10T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,12.971231
2006-02-11T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,12.417204
2006-02-12T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,10.418454
2006-02-13T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,12.704644
2006-02-14T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,12.438987
2006-02-15T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,10.516302
2006-02-16T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,11.737308
2006-02-17T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,17.90941
2006-02-18T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,17.548264
2006-02-19T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,16.63739
2006-02-20T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,13.210206
2006-02-21T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,11.849756
2006-02-22T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,9.623983
2006-02-23T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,11.020058
2006-02-24T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,10.149852
2006-02-25T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,13.773687
2006-02-26T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,12.118628
2006-02-27T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,13.692277
2006-02-28T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,13.4197
2006-02-29T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,12.318019
2006-02-30T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,9.689459
2006-03-01T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,12.906635
2006-03-02T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,12.217784
2006-03-03T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,15.940071
2006-03-04T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,18.004116
2006-03-05T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,18.88518
2006-03-06T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,17.07711
2006-03-07T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,12.8393545
2006-03-08T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,11.6841
2006-03-09T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,12.9545555
2006-03-10T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,12.759748
2006-03-11T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,17.808874
2006-03-12T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,18.003208
2006-03-13T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,17.285685
2006-03-14T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,22.569683
2006-03-15T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,22.113031
2006-03-16T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,22.516981
2006-03-17T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,20.664854
2006-03-18T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,17.629118
2006-03-19T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,20.150894
2006-03-20T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,21.049206
2006-03-21T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,21.429964
2006-03-22T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,22.767351
2006-03-23T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,22.830563
2006-03-24T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,26.464916
2006-03-25T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,25.731245
2006-03-26T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,21.744133
2006-03-27T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,16.863852
2006-03-28T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,17.373373
2006-03-29T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,18.347454
2006-03-30T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,21.798141
2006-04-01T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,24.606476
2006-04-02T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,25.459349
2006-04-03T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,25.472912
2006-04-04T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,25.686314
2006-04-05T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,23.742336
2006-04-06T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,22.766808
2006-04-07T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,21.63448
2006-04-08T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,20.983416
2006-04-09T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,19.287626
2006-04-10T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,14.753134
2006-04-11T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,20.824654
2006-04-12T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,23.830257
2006-04-13T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,25.042356
2006-04-14T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,27.637339
2006-04-15T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,28.13859
2006-04-16T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,27.188604
2006-04-17T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,27.85762
2006-04-18T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,27.619282
2006-04-19T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,27.516386
2006-04-20T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,26.895748
2006-04-21T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,22.388405
2006-04-22T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,25.211143
2006-04-23T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,24.880663
2006-04-24T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,25.424854
2006-04-25T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,23.555033
2006-04-26T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,15.595645
2006-04-27T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,15.044858
2006-04-28T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,20.180525
2006-04-29T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,22.928902
2006-04-30T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,25.577822
2006-05-01T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,27.953386
2006-05-02T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,29.166302
2006-05-03T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,29.679062
2006-05-04T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,30.40242
2006-05-05T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,29.655876
2006-05-06T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,26.682888
2006-05-07T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,24.309795
2006-05-08T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,24.216211
2006-05-09T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,25.53616
2006-05-10T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,24.138142
2006-05-11T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,21.116364
2006-05-12T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,26.72516
2006-05-13T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,24.984602
2006-05-14T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,27.940413
2006-05-15T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,33.106033
2006-05-16T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,31.922064
2006-05-17T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,31.843794
2006-05-18T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,30.862585
2006-05-19T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,32.349182
2006-05-20T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,34.0762
2006-05-21T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,35.6406
2006-05-22T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,34.67859
2006-05-23T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,33.061916
2006-05-24T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,34.251976
2006-05-25T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,36.86344
2006-05-26T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,27.697033
2006-05-27T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,22.090363
2006-05-28T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,18.555151
2006-05-29T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,20.130646
2006-05-30T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,19.76775
2006-06-01T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,18.563873
2006-06-02T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,21.542929
2006-06-03T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,21.363504
2006-06-04T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,19.476368
2006-06-05T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,20.704807
2006-06-06T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,25.071651
2006-06-07T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,28.557362
2006-06-08T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,30.42571
2006-06-09T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,32.580112
2006-06-10T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,30.775028
2006-06-11T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,29.106533
2006-06-12T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,26.227894
2006-06-13T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,27.064928
2006-06-14T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,28.295023
2006-06-15T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,32.441944
2006-06-16T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,33.64808
2006-06-17T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,32.8579
2006-06-18T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,35.88786
2006-06-19T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,35.595367
2006-06-20T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,37.21918
2006-06-21T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,37.57465
2006-06-22T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,38.675392
2006-06-23T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,38.104702
2006-06-24T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,38.0909
2006-06-25T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,38.461967
2006-06-26T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,40.164757
2006-06-27T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,42.43338
2006-06-28T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,42.44487
2006-06-29T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,40.145866
2006-06-30T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,37.881866
2006-07-01T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,36.768456
2006-07-02T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,37.670933
2006-07-03T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,36.92937
2006-07-04T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,36.213596
2006-07-05T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,33.541023
2006-07-06T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,32.577843
2006-07-07T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,33.543606
2006-07-08T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,33.714165
2006-07-09T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,35.21988
2006-07-10T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,34.87385
2006-07-11T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,37.399143
2006-07-12T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,39.321175
2006-07-13T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,40.717777
2006-07-14T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,39.60971
2006-07-15T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,39.990204
2006-07-16T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,38.838177
2006-07-17T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,36.875324
2006-07-18T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,33.096165
2006-07-19T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,35.873035
2006-07-20T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,36.611248
2006-07-21T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,36.42654
2006-07-22T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,39.192284
2006-07-23T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,40.868553
2006-07-24T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,40.70797
2006-07-25T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,37.71492
2006-07-26T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,30.761652
2006-07-27T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,32.5696
2006-07-28T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,32.9123
2006-07-29T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,33.38509
2006-07-30T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,33.482613
2006-08-01T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,32.849205
2006-08-02T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,33.371532
2006-08-03T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,35.04808
2006-08-04T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,34.754734
2006-08-05T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,34.4446
2006-08-06T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,34.474728
2006-08-07T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,35.471657
2006-08-08T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,36.321762
2006-08-09T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,34.666252
2006-08-10T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,34.870445
2006-08-11T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,33.34572
2006-08-12T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,34.7402
2006-08-13T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,37.876797
2006-08-14T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,39.37992
2006-08-15T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,38.648785
2006-08-16T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,37.09343
2006-08-17T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,35.448345
2006-08-18T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,33.751095
2006-08-19T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,33.116917
2006-08-20T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,33.841198
2006-08-21T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,33.985794
2006-08-22T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,35.161057
2006-08-23T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,37.787773
2006-08-24T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,37.435783
2006-08-25T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,38.365128
2006-08-26T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,36.836205
2006-08-27T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,34.21446
2006-08-28T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,32.921413
2006-08-29T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,33.08355
2006-08-30T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,34.702976
2006-09-01T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,35.076115
2006-09-02T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,30.752668
2006-09-03T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,22.974184
2006-09-04T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,29.015251
2006-09-05T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,30.792225
2006-09-06T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,35.469025
2006-09-07T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,37.726967
2006-09-08T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,38.193455
2006-09-09T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,36.740505
2006-09-10T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,36.25616
2006-09-11T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,36.513084
2006-09-12T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,35.517887
2006-09-13T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,36.89747
2006-09-14T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,35.206635
2006-09-15T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,35.37483
2006-09-16T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,34.764683
2006-09-17T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,35.313087
2006-09-18T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,34.560066
2006-09-19T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,33.20809
2006-09-20T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,34.229557
2006-09-21T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,35.07665
2006-09-22T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,34.676342
2006-09-23T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,35.452305
2006-09-24T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,34.019547
2006-09-25T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,35.671787
2006-09-26T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,35.49198
2006-09-27T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,35.36772
2006-09-28T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,34.464664
2006-09-29T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,33.71239
2006-09-30T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,34.052677
2006-10-01T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,34.166805
2006-10-02T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,32.527866
2006-10-03T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,32.229694
2006-10-04T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,31.20465
2006-10-05T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,31.032274
2006-10-06T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,32.878384
2006-10-07T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,33.450943
2006-10-08T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,31.56682
2006-10-09T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,31.570461
2006-10-10T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,30.526337
2006-10-11T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,31.683035
2006-10-12T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,28.75017
2006-10-13T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,27.897577
2006-10-14T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,26.75764
2006-10-15T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,26.87451
2006-10-16T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,27.333105
2006-10-17T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,28.861664
2006-10-18T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,27.824718
2006-10-19T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,28.915573
2006-10-20T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,28.145
2006-10-21T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,25.829193
2006-10-22T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,26.699095
2006-10-23T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,26.703995
2006-10-24T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,28.667288
2006-10-25T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,27.45547
2006-10-26T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,28.548393
2006-10-27T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,27.974033
2006-10-28T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,27.782803
2006-10-29T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,27.319527
2006-10-30T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,25.964222
2006-11-01T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,25.392942
2006-11-02T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,25.092127
2006-11-03T12:00:00Z,GridPointAt[38.413N_120.951W],38.413,-120.950,25.622286
