site,long,lat,year,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365
ahwahnee,-119.5816,37.7467,2007,30.3710022,30.5870018,28.22100067,27.51100159,27.10900116,26.86100197,26.50700188,25.9640007,25.55600166,25.20000076,24.81800079,24.6230011,24.50800133,24.43100166,24.33600044,24.34300041,24.27200127,24.14600182,23.98900032,23.88200188,23.68300056,23.43200111,23.32600021,23.20100021,23.00000191,22.78000069,22.56500053,22.76400185,23.95600128,23.89400101,23.75200081,23.60900116,23.37700081,23.25000191,23.08100128,22.86500168,22.56100082,22.16300011,23.26900101,23.6060009,26.45300102,32.13899994,29.26000214,28.28900146,27.71300125,27.1590004,26.65600204,26.21300125,25.86900139,25.73300171,25.59000206,25.28300095,24.9470005,24.85300064,24.81500053,28.479002,28.41300201,28.35700226,28.33400154,28.31700134,28.29900169,29.41800117,31.4620018,33.56299973,35.79100037,38.99900055,39.54400253,30.25200081,29.52100182,29.04200172,27.6060009,27.06300163,26.60300064,26.18900108,25.89300156,25.479002,25.20100212,24.94000053,25.36000061,26.46800041,26.62600136,26.03100204,25.6570015,25.3010006,25.18400192,28.04800224,27.89200211,27.72200203,27.20900154,26.75900078,26.26100159,25.74100113,25.36400032,24.93600082,24.62500191,24.29000092,23.87800026,23.50200081,23.20400047,22.84600067,22.75600052,23.33200073,23.02600098,22.71300125,23.21100044,23.1570015,22.65100098,22.10200119,22.27500153,22.72400093,23.09900093,26.0890007,26.67400169,26.17300034,25.63600159,24.99600029,24.98000145,24.58800125,24.20800209,23.38200188,22.97400093,22.52800179,23.979002,24.91300201,24.70300102,24.24300194,23.55600166,23.08100128,22.69000053,22.03100014,21.45700073,20.9070015,20.49700165,20.23300171,19.93900108,19.75600052,19.50400162,19.09900093,18.85000038,18.63000107,18.34900093,17.95499992,17.6420002,17.58600044,17.3730011,17.39900017,17.76100159,17.29300117,17.09000015,16.93800163,16.75,16.70700073,16.57800102,16.1970005,15.93600082,15.60200119,15.71800041,15.65000057,15.48500061,15.54600048,15.302001,14.89800072,14.64400101,14.47100067,14.40400028,14.20500088,14.01600075,13.72700024,13.56300068,13.32000065,13.02600098,12.77700043,12.81900024,12.55700016,12.1970005,11.9260006,11.84300041,11.62900066,11.49700069,11.31300068,11.04800034,10.81300068,10.53000069,10.52000046,11.04800034,11.11500072,11.1600008,11.85400009,11.44000053,11.43000031,11.16600037,10.96100044,10.68500042,10.48700047,10.3760004,11.87500095,11.49900055,11.09100056,10.59500027,10.1420002,9.656000137,9.308000565,9.154000282,9.017000198,8.86000061,8.619000435,8.499000549,8.933000565,8.690000534,8.530000687,8.393000603,8.243000031,8.159000397,8.086000443,8.443000793,8.325000763,7.99200058,7.570000172,7.21200037,6.934000492,6.690000534,6.473000526,6.403000355,6.296000481,6.206000328,6.171000481,6.195000172,6.201000214,6.165000439,6.110000134,5.979000092,5.883000374,5.869000435,5.93500042,5.978000164,6.029000282,6.039000511,6.043000221,6.039000511,6.048000336,6.027000427,7.174000263,7.046000481,6.886000156,6.784000397,6.723000526,6.635000229,6.481000423,6.372000217,6.251000404,6.160000324,6.125000477,6.107000351,6.100000381,6.067000389,5.991000175,5.921000481,5.863000393,5.81000042,5.769000053,5.736000061,5.71900034,5.913000107,5.954000473,6.770000458,7.539000511,7.424000263,7.257000446,7.120000362,6.970000267,6.815000534,6.770000458,6.683000088,6.62100029,6.579000473,6.479000092,6.385000229,6.431000233,6.441000462,6.406000137,6.338000298,6.252000332,6.18900013,6.176000118,6.146000385,10.46600056,10.15700054,9.795000076,9.571000099,9.821000099,9.68200016,9.508000374,9.544000626,9.336000443,9.125,8.960000038,8.829000473,8.640000343,8.477000237,8.304000854,8.17800045,8.134000778,10.72500038,10.48400021,10.19400024,9.922000885,11.14800072,10.86600018,10.54000092,10.25300026,9.982000351,9.749000549,9.510000229,9.347000122,9.201000214,9.156000137,9.011000633,8.92800045,9.908000946,10.64800072,10.4470005,10.19500065,9.951000214,9.80300045,9.635000229,9.497000694,9.395000458,9.275000572,9.171000481,9.072999954,9.001000404,8.911000252,8.837000847,8.759000778,8.74200058,8.740000725,8.723999977,8.643000603,8.623000145,8.625,22.03100014,19.65400124,19.64100075,19.57500076,31.02800179,28.91300201,28.66400146,29.21300125,30.01600075,30.8030014,30.75200081,30.80000114,33.03100204,32.38400269,32.33000183,32.20000076,32.33100128,30.76100159,32.67100143,31.3880024,31.33200073,31.23400116,31.19900131,30.7820015,29.47600174
bozeman,-110.777778,45.783056,2007,34.29899979,34.29199982,34.21900177,34.70700073,34.68400192,34.6210022,34.53100204,34.45900345,34.41600037,34.3900032,34.36700058,34.35700226,34.35300064,34.34800339,34.34200287,34.33600235,34.32300186,34.30599976,34.29700089,34.28700256,34.2650032,34.25500107,34.24500275,34.23700333,34.22700119,34.3710022,34.36700058,34.36500168,34.35300064,34.35000229,34.34400177,34.32600021,34.3010025,34.28900146,34.27200317,34.25600052,36.52799988,36.53700256,40.24100113,39.92700195,39.92500305,39.92200089,39.2990036,39.29800034,39.29600143,39.29200363,39.69500351,39.65800095,39.64600372,39.95600128,39.94700241,39.92900085,39.92100143,40.6230011,40.61400223,40.60200119,40.59400177,40.57100296,40.56700134,40.55400085,40.53000259,40.52200317,40.51600266,40.33400345,41.3350029,43.5530014,43.87900162,43.87500381,43.88300323,43.89600372,43.90000153,43.90000153,43.90000153,43.86600113,43.81100082,43.90000153,43.90000153,43.90000153,37.84400177,35.81200027,35.09900284,34.62400055,31.67400169,30.62800217,30.30200195,29.88900185,32.66500092,32.51200104,31.83200073,32.49900055,32.27300262,32.7440033,32.63300323,32.45100021,35.84500122,36.7820015,34.23200226,32.92500305,32.22600174,33.79700089,33.00699997,33.47700119,35.39500046,33.11500168,32.06000137,31.81400108,31.30200195,31.89600182,32.10600281,34.56600189,32.93500137,31.95900154,31.75800133,31.90000153,31.0870018,33.21100235,32.18799973,31.28100204,30.24900055,29.31400108,28.52000046,27.72500038,28.45900154,28.63900185,28.35300064,27.68200111,27.07400131,26.47000122,25.66600037,25.54600143,25.30600166,24.62100029,23.86700058,27.05000114,27.13400078,26.16900063,25.09200096,24.16900063,23.5700016,23.05500031,26.89900208,27.1590004,29.0530014,29.0890007,33.03100204,31.86200142,30.59000206,30.90600204,35.24700165,33.01399994,31.67000198,30.75800133,29.9450016,29.11300087,28.45500183,28.74200058,29.68600082,34.34600067,32.77400208,31.59500122,30.61700058,30.05500221,29.2820015,28.49500084,28.854002,28.20200157,27.99300194,29.69400215,29.09600067,28.45500183,27.82900047,27.83600044,27.23900223,26.72000122,26.31600189,25.9070015,25.22400093,24.95000076,24.90200043,24.67500114,24.84300041,24.64500046,24.34100151,23.80200195,23.28500175,23.08200073,22.73700142,24.84900093,26.26200104,25.57100105,24.35000038,23.52400017,22.81300163,22.06200027,21.99500084,21.95900154,21.77500153,22.58300018,22.54000092,21.5150013,20.95600128,20.78000069,20.71600151,20.81000137,20.59800148,21.97700119,22.80500031,21.79200172,21.37700081,20.70700073,20.3010006,19.95500183,19.3010006,18.59900093,18.63100052,18.54200172,18.95900154,23.26100159,22.79800034,21.3030014,20.1060009,19.47900009,18.42700005,17.69900131,17.22600174,17.06400108,16.55500031,16.25699997,16.53700066,17.12800026,19.03700066,18.37700081,17.67700005,16.68600082,15.99900055,16.01900101,15.60200119,14.75300026,14.27800083,13.83200073,13.56800079,13.26500034,13.22700024,13.46900082,13.1260004,12.87800026,12.77400017,13.04800034,18.27600098,17.62800026,17.98200035,17.36900139,17.16900063,17.00100136,16.7650013,15.79200077,15.30700111,14.81700039,14.60100079,14.41900063,15.65100098,15.73600101,16.17200089,17.10300064,16.50300026,17.60500145,18.22100067,18.31700134,17.48200035,16.66300011,16.02600098,19.6970005,20.08100128,19.34200096,20.50800133,21.16500092,21.34700012,23.97400093,30.43900108,28.68200111,27.77700043,27.13300133,26.50300217,26.46600151,26.2820015,25.74500084,25.3030014,24.86700058,24.32300186,26.87200165,27.16600037,27.00000191,28.9090023,28.55600166,28.78500175,28.35100174,27.8730011,27.36900139,27.23300171,27.0510006,26.80200195,26.43100166,28.11300087,27.75300217,27.41300201,26.75400162,26.77700043,28.47500229,27.95500183,27.69200134,27.31800079,26.94900131,26.66600037,26.29800034,25.77600098,25.54500198,24.80600166,24.34900093,24.27600098,26.03500175,27.18400192,28.02700043,27.80500221,27.62700081,27.57700157,27.53500175,27.49400139,27.46000099,27.38400078,27.34800148,27.27500153,27.16800117,27.14600182,27.13000107,27.12000084,27.104002,26.99700165,28.39600182,29.68100166,29.67500114,29.67200089,29.66300201,29.66000175,29.65200233,29.64200211,29.63100052,29.58000183,29.57100105,29.56300163,29.54900169,29.5320015,29.51000214,29.4980011,29.48300171,29.46600151,29.45100212,29.44100189,29.42500114,29.38500214,29.37500191,29.36600113,29.35700226,29.34700203,29.3390007,29.31200218
bullshoals,-93.06663,36.562833,2007,33.89700317,33.52200317,33.13700104,33.59400177,33.23900223,32.89599991,32.65100098,32.29400253,31.89400101,31.64300156,31.50600243,31.69200134,37.97100067,36.50699997,37.93800354,37.66400146,37.54100037,37.25100327,36.41100311,35.7820015,36.85000229,36.23300171,35.80900192,35.37900162,35.08400345,34.84500122,34.64200211,34.44100189,34.375,34.22500229,34.03800201,33.98100281,34.90299988,34.77700043,34.75200272,34.5890007,34.45700073,34.2650032,34.19300079,34.15500259,34.18000031,34.15600204,36.6760025,38.4090004,37.64800262,37.18900299,37.03300095,36.77400208,36.57900238,36.04700089,35.68500137,35.48500061,35.33400345,35.18200302,36.47000122,36.22900009,35.79400253,35.41800308,35.29600143,35.86200333,35.26600266,34.89200211,34.83100128,34.6760025,34.48600006,34.35800171,34.28300095,34.51600266,34.95800018,34.49500275,34.32200241,34.19200134,34.04100037,33.95200348,33.77000046,33.4980011,33.4260025,33.35500336,34.8730011,34.05800247,33.43500137,33.6190033,33.34000015,33.02400208,32.87900162,32.82100296,33.65400314,33.13400269,32.69700241,33.01900101,32.34100342,31.91400146,31.6380024,31.77600098,31.31800079,31.23400116,30.90600204,30.65000153,30.41400146,30.57700157,31.94200134,31.25800133,32.97700119,35.76600266,34.07500076,33.65200043,32.61600113,32.0870018,31.48800087,31.06000137,30.74300194,30.34900093,30.06100082,29.96800232,34.66800308,34.01399994,32.84600067,32.24500275,31.3390007,30.88000107,30.59800148,32.64599991,32.35900116,31.93800163,31.07700157,30.44200134,30.17200089,31.23700142,30.68400192,30.72100067,33.47600174,32.93700027,31.91000175,31.16800117,30.52300072,31.71500206,30.68800163,29.95700073,29.4450016,29.04800224,28.66000175,29.104002,28.18500137,27.75700188,29.91400146,29.4810009,30.48000145,29.4980011,29.02600098,28.73200226,28.94100189,29.05600166,31.41900063,30.78800201,29.67500114,28.8730011,28.36000061,27.57100105,29.61300087,28.83300209,28.46100044,34.29100037,32.9090004,31.52800179,30.75100136,30.10700226,30.21100235,29.79200172,29.59600067,29.65600204,29.23900223,29.34900093,29.08000183,29.44900131,28.94400215,28.56900215,29.01300049,29.69200134,29.64700127,29.24700165,30.13000107,36.78000259,33.50300217,32.07200241,31.16000175,31.84700203,31.4810009,30.85700226,30.51000214,30.25600052,31.63300133,30.854002,30.78300095,31.5340023,30.95900154,30.52700233,31.01800156,30.67300224,30.20700073,29.5700016,29.39800072,29.66300201,29.04300117,28.77200127,28.68000221,28.71600151,28.64200211,28.37800217,28.17400169,31.24000168,30.38400078,29.91000175,29.5150013,29.29200172,29.23400116,28.84300232,28.29900169,27.89700127,27.55200195,27.29900169,26.92400169,27.10300064,27.33300209,27.3220005,27.27400208,27.26800156,27.28500175,27.00600052,26.979002,26.75100136,26.14600182,29.13100052,27.92400169,27.12200165,26.31600189,25.61300087,31.03600121,30.06200218,29.34000206,28.9260006,28.51900101,27.87900162,27.27900124,26.86700058,26.78900146,26.8010006,26.83200073,30.21700096,31.92400169,32.23500061,32.25100327,33.25400162,31.82800102,32.59800339,31.3200016,30.64900208,30.08500099,29.17700195,28.48000145,28.12900162,27.85900116,27.80700111,27.97700119,27.90400124,27.71000099,27.3730011,27.01000214,26.82100105,27.5720005,28.02900124,27.54100037,27.14400101,26.59700203,28.58400154,27.94600105,31.88700104,30.60800171,29.81800079,29.01200104,28.3220005,27.8900013,30.2650013,29.32100105,28.38100052,27.66500092,26.87500191,26.12500191,29.18700218,28.94900131,28.26300049,28.34200096,26.8390007,25.99500084,25.10900116,24.83100128,28.18900108,27.3390007,26.62800217,26.65200043,26.37400055,25.79600143,25.32300186,24.92500114,24.4640007,23.8030014,23.57400131,23.4450016,23.23200035,22.86900139,22.27700043,21.90800095,21.8220005,21.80500031,21.70400047,21.45900154,21.24300194,21.29600143,21.32400131,20.77400017,20.27600098,22.81500053,22.55800056,22.3010006,21.82400131,21.42200089,21.19000053,20.87600136,20.81200027,20.90300179,21.14700127,21.02200127,20.63200188,20.12600136,22.90600014,21.86900139,21.29800034,20.95100021,20.62900162,20.37600136,20.14900017,20.39400101,20.55900192,20.54400063,20.87700081,21.1590004,21.30400085,21.44300079,28.97700119,31.7480011,31.72300148,32.07500076,33.22700119,31.55600166,30.22200203,29.63200188,28.94100189,28.32400131,27.8900013,27.51600075,27.13100052,27.45300102,27.27800179,27.02600098,27.17000198,27.17400169
butte,-112.47964,45.95304,2007,17.34800148,17.34000015,18.09100151,18.25100136,18.19000053,18.08400154,17.93900108,17.82700157,17.76800156,18.64100075,18.57800102,18.5530014,18.54200172,18.52200127,18.50900078,18.48800087,18.43500137,18.38100052,18.35900116,18.31200027,18.26800156,18.24400139,18.21900177,18.58800125,18.98000145,18.9260006,18.88800049,18.86600113,18.80400085,18.78100014,18.74700165,18.70200157,18.65300179,18.61000061,18.51000023,19.74400139,19.60800171,19.47900009,19.33300018,19.27500153,19.38700104,19.48700142,19.49500084,19.45800018,19.43600082,19.40400124,20.29600143,20.16400146,21.17900085,21.61500168,21.42400169,21.5150013,21.6230011,25.19300079,25.04100037,24.88400078,22.33300018,22.16100121,22.09200096,21.97000122,21.84000015,21.77600098,21.89600182,22.8900013,22.43800163,22.08400154,21.8200016,21.56700134,21.3560009,21.1570015,20.9640007,20.73200035,20.61800003,20.3370018,20.29700089,20.17300034,19.79200172,19.50300026,19.11600113,18.64700127,18.3900013,18.59900093,18.33800125,17.92000008,17.49500084,18.21800041,19.84800148,19.76000023,19.88200188,20.63500023,20.59900093,20.70800018,20.53000069,20.91600037,20.85100174,20.6420002,20.37400055,20.09000015,19.91800117,19.21600151,18.83600044,18.72200012,18.52800179,18.05900002,17.9280014,18.1970005,17.66200066,18.77600098,21.10200119,20.99200058,20.57600021,19.89100075,20.01200104,19.94300079,19.1060009,18.77100182,18.1060009,17.09000015,15.75900078,14.49100113,13.65600109,12.81300068,16.17700005,15.88000107,15.41300106,14.71700096,13.93800068,13.11200047,12.19200039,11.73500061,11.61400032,11.3380003,10.74100018,11.04800034,10.54300022,10.01500034,9.495000839,9.082000732,8.831000328,8.815000534,10.8760004,17.17400169,16.87900162,16.05500031,18.1570015,17.37400055,16.73800087,16.97200012,18.2140007,17.41300011,16.13600159,15.02700043,14.04800034,13.07600021,12.43700027,12.31800079,16.04199982,17.56000137,16.88100052,15.79700089,14.68900108,15.12400055,14.55700111,13.44600105,12.79100037,11.95700073,11.79900074,11.70200062,11.14400005,10.65100098,10.06800079,10.18700027,9.651000023,9.18500042,8.910000801,8.873000145,8.684000015,8.526000023,8.437000275,8.305000305,8.077000618,7.953000546,7.957000256,7.74200058,7.65500021,7.570000172,7.505000591,7.693000317,9.956000328,9.499000549,9.138000488,8.955000877,8.798000336,8.747000694,8.68900013,8.506000519,8.223000526,8.209000587,11.90300083,10.34800053,9.711000443,9.164999962,8.73500061,8.443000793,8.184000015,9.660000801,9.86700058,9.49200058,9.338000298,9.317000389,8.943000793,9.022000313,9.028000832,8.954000473,9.534000397,9.107000351,8.833000183,9.910000801,9.878000259,9.469000816,9.118000031,9.291000366,8.959000587,9.336000443,8.937000275,8.721000671,8.490000725,8.302000046,9.471000671,9.396000862,9.482000351,9.30300045,9.187000275,9.077000618,8.968000412,9.021000862,8.884000778,8.664999962,8.480999947,8.396000862,8.348000526,8.223000526,8.043000221,8.039999962,8.06400013,7.891000271,7.828000546,9.366000175,12.50000095,11.88500023,11.0710001,10.52900028,10.01400089,9.568000793,9.186000824,8.844000816,8.748000145,8.690000534,8.61400032,8.449000359,8.43900013,10.63600063,11.19900036,10.70100021,10.18300056,10.65000057,12.5890007,12.58700085,12.11500072,11.54400063,11.01900005,11.9640007,11.79200077,11.15100098,10.88100052,10.67100048,10.41900063,12.11100101,12.75500107,12.57000065,12.32300091,11.91300011,11.45900059,11.3550005,10.97200012,10.60300064,10.34700012,10.09500027,9.829000473,11.06800079,10.88700008,11.81600094,12.01000023,11.8560009,11.75300026,11.67500019,11.3560009,10.9800005,10.77100086,10.64400005,10.50000095,10.28900051,10.19100094,10.09100056,9.937000275,9.792000771,9.728000641,9.766000748,9.693000793,9.675000191,9.61300087,9.573000908,9.518000603,9.426000595,9.393000603,9.376000404,9.267000198,9.24200058,9.393000603,9.589000702,9.644000053,9.847000122,9.917000771,9.965000153,9.962000847,9.962000847,9.960000038,9.957000732,10.08600044,10.08400059,10.07800007,10.07400036,10.07400036,10.0710001,10.0710001,10.0710001,10.03700066,11.5880003,13.05500031,13.16200066,13.1590004,13.15600109,13.15600109,13.15600109,13.15600109,13.15600109,13.15000057,13.15000057,13.15000057,13.14800072,13.14100075,13.13200092,13.12200069,13.10100079,13.08500099,13.08500099,13.08500099,13.82500076,13.81800079,13.81800079,13.81800079,13.81800079,13.81800079,13.81700039,13.81500053
coaloilpoint,-119.880226,34.413695,2007,19.3560009,18.85200119,18.40000153,17.9620018,18.51399994,17.84100151,17.2480011,16.79000092,16.32600021,15.92900085,15.87500095,15.77300072,15.41400051,15.14500046,14.92800045,14.68400097,14.57400036,14.74500084,14.5510006,14.3930006,14.49700069,14.48700047,14.40000057,14.32400036,14.30300045,14.28600025,17.16000175,26.99400139,29.09100151,28.93200111,31.04500198,30.28500175,29.5150013,29.02000046,28.35100174,27.66900063,26.90300179,26.13700104,25.9090004,25.47300148,25.14600182,31.25600243,30.66700172,29.82300186,28.70000076,27.70600128,26.89800072,25.76600075,24.7840004,28.96300125,29.77300072,29.02100182,28.62900162,33.15999985,31.86100197,30.86800194,29.88100052,31.96800232,31.729002,30.38400078,29.1780014,28.19600105,27.3390007,26.55200195,25.67100143,24.82900047,23.89600182,22.87600136,21.94900131,21.11900139,20.49600029,19.82100105,19.37800026,18.77800179,18.41000175,17.92700005,17.36300087,16.97300148,16.74600029,17.54200172,17.29900169,16.84399986,16.5150013,16.35200119,16.10099983,16.1420002,15.93600082,15.61600113,15.36800098,15.23900032,15.04100037,14.8730011,14.74200058,14.60100079,14.54400063,14.53300095,14.36200047,14.3560009,14.18800068,14.13900089,13.94800091,13.96100044,13.88300037,13.74900055,13.89800072,13.97800064,13.92100048,13.77300072,13.6590004,26.7820015,26.27100182,24.979002,24.8200016,23.28600121,21.87100029,20.35900116,19.32800102,18.57500076,17.83200073,17.11600113,16.51800156,16.05900002,15.79200077,15.45800114,15.32300091,15.12500095,14.74700069,14.47000027,14.2480011,14.05800056,13.927001,13.84700108,13.70900059,13.59700108,13.53900051,13.4810009,13.3920002,13.31300068,13.20700073,13.10700035,13.04400063,13.06000042,13.02700043,13.09000015,13.07600021,13.06900024,13.04400063,13.00800037,13.01600075,13.08500099,13.05600071,12.98400021,13.31700039,13.21000099,13.04100037,12.88800049,12.9470005,12.95100021,12.90300083,12.87100029,12.77300072,12.74100018,12.75900078,12.79100037,12.79000092,12.9260006,12.92900085,12.83700085,12.71500015,12.75500107,12.59200096,12.46600056,12.28300095,12.14700031,12.06300068,12.01400089,11.99900055,11.98600101,11.94300079,11.91700077,11.91300011,11.79400063,11.65700054,11.59100056,11.52900028,11.58100033,11.49000072,11.39900017,11.30900097,11.39800072,11.552001,11.64500046,12.55900097,12.33600044,12.19900036,12.10300064,12.02400017,11.96500015,11.90800095,11.88700104,11.88100052,11.86100101,11.89000034,11.87900066,11.95000076,11.9630003,11.93100071,11.88800049,11.7840004,11.6260004,11.50900078,11.45100021,11.42100048,11.40500069,11.37400055,11.32600021,11.35800076,11.38000011,11.37500095,11.40700054,11.37300014,11.3920002,11.44800091,11.48400021,11.4630003,11.3920002,11.27000046,11.18600082,11.13500023,11.14100075,11.13100052,11.11800098,11.09100056,11.04300022,11.07500076,11.10100079,11.16500092,11.24500084,11.32800007,11.42300034,11.42200089,11.37200069,11.43100071,11.40200043,11.3760004,11.35800076,11.31500053,11.27100086,11.34800053,11.37400055,11.37000084,11.4260006,11.49600029,11.45300007,11.37900066,11.26100063,11.25200081,11.31400013,11.35400009,11.36100101,11.43000031,11.47400093,11.54900074,11.76400089,13.32500076,13.37400055,13.38800049,13.3560009,13.23400021,13.11400032,13.05600071,13.61500072,13.54300022,13.40800095,13.3010006,13.20600033,13.05700016,12.93100071,12.91200066,12.79100037,12.61800098,12.54000092,12.50600052,12.58100033,12.55900097,19.3560009,19.07700157,18.66500092,18.22200012,18.88600159,18.50800133,17.81300163,17.19600105,16.77900124,16.21899986,15.41700077,14.75200081,14.42400074,14.16300106,14.03600025,14.09800053,14.06700039,14.05900097,14.02900028,13.99400043,13.90500069,13.82100105,13.67400074,13.62700081,13.6060009,13.56200027,13.51500034,13.44900036,13.49900055,13.52400017,13.59600067,13.54600048,13.30300045,13.20200062,13.15800095,13.08600044,13.03700066,13.00800037,12.97900105,13.00700092,13.00200081,13.00200081,13.01200104,12.88200092,12.90400028,12.89500046,12.78900051,12.7670002,12.80800056,12.88700104,12.94000053,12.97800064,12.95800018,12.97800064,12.97200108,16.39700127,16.54500008,16.37700081,16.09200096,21.43800163,20.93600082,20.51000023,19.91500092,19.50300026,19.09800148,18.69099998,18.54800034,18.53700066,18.43700027,18.31800079,20.00400162,33.32700348,32.84900284,32.05500031,31.4640007,29.66700172,28.88600159,28.76600075,29.90200233,29.49500084
cperuvb,-104.7558542,40.8055764,2007,15.26500034,15.26500034,15.62200069,15.56600094,16.89599991,16.89599991,16.89500046,16.89500046,16.89500046,16.89500046,16.94400024,16.9470005,16.9450016,16.94400024,16.94400024,16.94400024,16.94400024,16.94300079,16.94300079,16.94300079,16.94200134,16.94200134,16.94200134,16.94200134,16.94200134,16.94200134,16.94200134,16.94200134,16.94200134,16.94200134,16.94200134,16.94099998,16.93800163,16.93500137,16.93400002,16.84800148,16.86700058,15.20900059,15.23700047,15.7680006,15.78900051,15.86700058,16.42000008,15.96700096,15.95400047,15.94500065,16.46700096,16.43700027,16.39400101,16.4470005,16.69200134,16.66800117,16.82800102,17.06200027,18.20400047,18.19400024,17.64599991,17.79300117,18.53700066,21.96800041,21.9450016,21.90800095,21.91000175,19.94300079,20.5870018,21.33200073,22.85300064,22.71900177,21.77100182,22.78600121,22.08500099,21.12800026,20.15800095,19.1230011,18.84900093,18.23500061,17.68300056,16.96800041,16.58300018,16.29600143,16.15100098,15.95900059,24.79300117,25.49400139,24.11600113,24.23400116,22.74900055,21.75100136,23.21500015,22.56400108,20.82400131,19.6060009,18.27200127,18.23000145,18.22800064,17.72300148,17.79300117,17.41200066,17.43900108,16.84100151,15.57400036,15.15700054,15.84600067,15.74200058,14.90600109,13.95700073,17.29100037,16.75699997,15.10100079,13.94900036,12.87200069,12.29900074,12.75600052,20.78500175,21.53800011,20.3390007,18.64900017,17.30700111,16.1230011,15.24400043,14.64500046,14.21100044,14.20300102,17.1230011,19.42000008,19.34500122,18.92200089,18.125,16.4260006,15.31000042,13.90100098,12.61800098,11.46100044,10.69300079,13.45100021,12.6590004,11.61100101,10.46200085,9.768000603,9.55700016,8.98900032,8.73900032,8.865000725,10.38400078,9.661000252,8.905000687,8.591000557,8.067000389,8.990000725,15.00300026,14.39200115,12.61300087,12.14500046,11.2850008,11.3390007,11.40500069,10.35100079,8.918000221,8.762000084,8.36300087,7.877000332,7.380000114,9.052000046,9.102000237,8.565999985,8.105000496,7.758000374,7.591000557,7.011000156,6.857000351,6.715000153,6.494000435,6.83700037,10.47900009,8.947999954,7.722000599,7.138000488,7.140000343,7.237000465,7.018000126,6.753000259,6.485000134,6.237000465,6.096000195,6.296000481,7.938000202,7.511000156,6.736000538,6.128000259,8.109000206,7.347000122,7.092000484,10.03800011,13.11100101,11.43500042,11.22500038,9.065000534,8.010000229,7.099000454,6.767000198,12.50700092,10.36800003,9.153000832,10.27600002,8.683000565,7.826000214,8.771000862,15.99700069,17.86300087,17.63199997,16.84800148,16.27600098,13.93200111,14.36800098,17.1950016,16.94900131,16.44200134,21.53800011,20.7840004,19.59700012,17.34900093,15.43700027,14.13400078,18.13600159,15.65700054,14.37500095,15.13800049,16.84800148,15.09300041,20.27800179,21.08800125,20.36500168,18.94200134,16.60700035,21.91100121,21.58100128,19.53700066,17.85200119,16.06400108,16.37900162,18.96800041,16.72100067,15.63900089,13.95100021,12.93300056,13.25000095,12.27300072,11.09700012,14.09700108,12.48500061,11.32000065,10.57800007,10.78600025,10.53700066,9.679000854,8.93900013,8.761000633,8.792000771,8.340000153,10.3550005,9.986000061,9.276000023,8.716000557,8.200000763,7.823000431,7.629000187,16.42000008,15.59500027,14.44900036,13.28700066,12.20200062,11.07900047,10.61600018,10.23900032,9.471000671,9.087000847,8.667000771,8.37100029,8.177000046,7.981000423,7.988000393,7.936000347,7.788000584,7.716000557,7.706000328,7.921000481,16.19300079,16.38899994,15.65700054,14.66700077,13.50400066,12.70400047,12.08000088,14.68600082,14.17200089,13.85200024,13.21600056,12.63800049,12.07700062,11.69900036,11.50700092,11.10900021,10.69400024,10.56300068,10.51500034,10.2130003,10.22000027,9.912000656,9.528000832,9.486000061,9.413000107,9.150000572,8.943000793,8.836000443,8.703000069,8.748000145,8.779000282,8.687000275,8.626000404,8.513000488,8.419000626,8.426000595,8.370000839,8.276000023,8.321000099,8.359000206,8.410000801,8.459000587,10.83100033,11.69200039,11.5510006,11.34200096,11.13000011,11.09500027,11.10200024,11.11200047,11.10200024,11.01200008,10.92900085,11.06200027,14.30900097,14.29900074,14.29900074,14.29900074,14.64700031,14.64700031,14.64600086,14.64500046,14.64500046,14.64400101,14.68300056,14.81300068,14.80500031,14.73300076,15.03100109,15.03300095,15.03300095,15.03300095,15.12100029,15.12100029,15.12000084,15.12000084,15.11800098,15.11700058,15.11500072
