model,site,year,predicted
CanESM2.CRCM5-UQAM,oakville,2034,135
CanESM2.CRCM5-UQAM,oakville,2035,136
CanESM2.CRCM5-UQAM,oakville,2036,137
CanESM2.CRCM5-UQAM,oakville,2037,141
CanESM2.CRCM5-UQAM,oakville,2038,145
CanESM2.CRCM5-UQAM,oakville,2039,134
CanESM2.CRCM5-UQAM,oakville,2040,132
CanESM2.CRCM5-UQAM,oakville,2041,133
CanESM2.CRCM5-UQAM,oakville,2042,129
CanESM2.CRCM5-UQAM,oakville,2043,141
CanESM2.CRCM5-UQAM,oakville,2044,136
CanESM2.CRCM5-UQAM,oakville,2045,135
CanESM2.CRCM5-UQAM,oakville,2046,137
CanESM2.CRCM5-UQAM,oakville,2047,137
CanESM2.CRCM5-UQAM,oakville,2048,135
CanESM2.CRCM5-UQAM,oakville,2049,126
CanESM2.CRCM5-UQAM,oakville,2050,132
CanESM2.CRCM5-UQAM,oakville,2051,133
CanESM2.CRCM5-UQAM,oakville,2052,128
CanESM2.CRCM5-UQAM,oakville,2053,128
CanESM2.CRCM5-UQAM,oakville,2054,137
CanESM2.CRCM5-UQAM,oakville,2055,133
CanESM2.CRCM5-UQAM,oakville,2056,125
CanESM2.CRCM5-UQAM,oakville,2057,124
CanESM2.CRCM5-UQAM,oakville,2058,129
CanESM2.CRCM5-UQAM,oakville,2059,134
CanESM2.CRCM5-UQAM,oakville,2060,130
CanESM2.CRCM5-UQAM,oakville,2061,127
CanESM2.CRCM5-UQAM,oakville,2062,125
CanESM2.CRCM5-UQAM,oakville,2063,135
CanESM2.CRCM5-UQAM,oakville,2064,126
CanESM2.CRCM5-UQAM,oakville,2065,133
CanESM2.CRCM5-UQAM,oakville,2066,122
CanESM2.CRCM5-UQAM,oakville,2067,138
CanESM2.CRCM5-UQAM,oakville,2068,132
CanESM2.CRCM5-UQAM,oakville,2069,124
CanESM2.CRCM5-UQAM,oakville,2070,127
CanESM2.CRCM5-UQAM,oakville,2071,136
CanESM2.CRCM5-UQAM,oakville,2072,125
CanESM2.CRCM5-UQAM,oakville,2073,133
CanESM2.CRCM5-UQAM,oakville,2074,125
CanESM2.CRCM5-UQAM,oakville,2075,125
CanESM2.CRCM5-UQAM,oakville,2076,133
CanESM2.CRCM5-UQAM,oakville,2077,123
CanESM2.CRCM5-UQAM,oakville,2078,127
CanESM2.CRCM5-UQAM,oakville,2079,137
CanESM2.CRCM5-UQAM,oakville,2080,135
CanESM2.CRCM5-UQAM,oakville,2081,128
CanESM2.CRCM5-UQAM,oakville,2082,137
CanESM2.CRCM5-UQAM,oakville,2083,135
CanESM2.CRCM5-UQAM,oakville,2084,136
CanESM2.CRCM5-UQAM,oakville,2085,128
CanESM2.CRCM5-UQAM,oakville,2086,127
CanESM2.CRCM5-UQAM,oakville,2087,121
CanESM2.CRCM5-UQAM,oakville,2088,142
CanESM2.CRCM5-UQAM,oakville,2089,132
CanESM2.CRCM5-UQAM,oakville,2090,129
CanESM2.CRCM5-UQAM,oakville,2091,122
CanESM2.CRCM5-UQAM,oakville,2092,124
CanESM2.CRCM5-UQAM,oakville,2093,132
CanESM2.CRCM5-UQAM,oakville,2094,126
CanESM2.CRCM5-UQAM,oakville,2095,123
CanESM2.CRCM5-UQAM,oakville,2096,127
CanESM2.CRCM5-UQAM,oakville,2097,117
CanESM2.CRCM5-UQAM,oakville,2098,124
CanESM2.CRCM5-UQAM,oakville,2099,130
CanESM2.CRCM5-UQAM,oakville,2100,127
CanESM2.CRCM5-UQAM,vaira,2007,45
CanESM2.CRCM5-UQAM,vaira,2008,67
CanESM2.CRCM5-UQAM,vaira,2009,105
CanESM2.CRCM5-UQAM,vaira,2010,53
CanESM2.CRCM5-UQAM,vaira,2011,60
CanESM2.CRCM5-UQAM,vaira,2012,69
CanESM2.CRCM5-UQAM,vaira,2013,52
CanESM2.CRCM5-UQAM,vaira,2014,52
CanESM2.CRCM5-UQAM,vaira,2015,63
CanESM2.CRCM5-UQAM,vaira,2016,80
CanESM2.CRCM5-UQAM,vaira,2017,58
CanESM2.CRCM5-UQAM,vaira,2018,67
CanESM2.CRCM5-UQAM,vaira,2019,46
CanESM2.CRCM5-UQAM,vaira,2020,58
CanESM2.CRCM5-UQAM,vaira,2021,69
CanESM2.CRCM5-UQAM,vaira,2022,89
CanESM2.CRCM5-UQAM,vaira,2023,65
CanESM2.CRCM5-UQAM,vaira,2024,57
CanESM2.CRCM5-UQAM,vaira,2025,72
CanESM2.CRCM5-UQAM,vaira,2026,62
CanESM2.CRCM5-UQAM,vaira,2027,52
CanESM2.CRCM5-UQAM,vaira,2028,51
CanESM2.CRCM5-UQAM,vaira,2029,68
CanESM2.CRCM5-UQAM,vaira,2030,59
CanESM2.CRCM5-UQAM,vaira,2031,67
CanESM2.CRCM5-UQAM,vaira,2032,50
CanESM2.CRCM5-UQAM,vaira,2033,46
CanESM2.CRCM5-UQAM,vaira,2034,51
CanESM2.CRCM5-UQAM,vaira,2035,77
CanESM2.CRCM5-UQAM,vaira,2036,79
CanESM2.CRCM5-UQAM,vaira,2037,67
CanESM2.CRCM5-UQAM,vaira,2038,60
CanESM2.CRCM5-UQAM,vaira,2039,72
CanESM2.CRCM5-UQAM,vaira,2040,47
CanESM2.CRCM5-UQAM,vaira,2041,52
CanESM2.CRCM5-UQAM,vaira,2042,57
CanESM2.CRCM5-UQAM,vaira,2043,62
CanESM2.CRCM5-UQAM,vaira,2044,63
CanESM2.CRCM5-UQAM,vaira,2045,41
CanESM2.CRCM5-UQAM,vaira,2046,59
CanESM2.CRCM5-UQAM,vaira,2047,43
CanESM2.CRCM5-UQAM,vaira,2048,56
CanESM2.CRCM5-UQAM,vaira,2049,71
CanESM2.CRCM5-UQAM,vaira,2050,44
CanESM2.CRCM5-UQAM,vaira,2051,45
CanESM2.CRCM5-UQAM,vaira,2052,58
CanESM2.CRCM5-UQAM,vaira,2053,61
CanESM2.CRCM5-UQAM,vaira,2054,48
CanESM2.CRCM5-UQAM,vaira,2055,48
CanESM2.CRCM5-UQAM,vaira,2056,46
CanESM2.CRCM5-UQAM,vaira,2057,64
CanESM2.CRCM5-UQAM,vaira,2058,56
CanESM2.CRCM5-UQAM,vaira,2059,70
CanESM2.CRCM5-UQAM,vaira,2060,39
CanESM2.CRCM5-UQAM,vaira,2061,52
CanESM2.CRCM5-UQAM,vaira,2062,40
CanESM2.CRCM5-UQAM,vaira,2063,57
CanESM2.CRCM5-UQAM,vaira,2064,39
CanESM2.CRCM5-UQAM,vaira,2065,40
CanESM2.CRCM5-UQAM,vaira,2066,60
CanESM2.CRCM5-UQAM,vaira,2067,64
CanESM2.CRCM5-UQAM,vaira,2068,53
CanESM2.CRCM5-UQAM,vaira,2069,60
CanESM2.CRCM5-UQAM,vaira,2070,52
CanESM2.CRCM5-UQAM,vaira,2071,51
CanESM2.CRCM5-UQAM,vaira,2072,52
CanESM2.CRCM5-UQAM,vaira,2073,39
CanESM2.CRCM5-UQAM,vaira,2074,54
CanESM2.CRCM5-UQAM,vaira,2075,71
CanESM2.CRCM5-UQAM,vaira,2076,54
CanESM2.CRCM5-UQAM,vaira,2077,37
CanESM2.CRCM5-UQAM,vaira,2078,63
CanESM2.CRCM5-UQAM,vaira,2079,59
CanESM2.CRCM5-UQAM,vaira,2080,47
CanESM2.CRCM5-UQAM,vaira,2081,47
CanESM2.CRCM5-UQAM,vaira,2082,38
CanESM2.CRCM5-UQAM,vaira,2083,52
CanESM2.CRCM5-UQAM,vaira,2084,30
CanESM2.CRCM5-UQAM,vaira,2085,58
CanESM2.CRCM5-UQAM,vaira,2086,41
CanESM2.CRCM5-UQAM,vaira,2087,66
CanESM2.CRCM5-UQAM,vaira,2088,59
CanESM2.CRCM5-UQAM,vaira,2089,73
CanESM2.CRCM5-UQAM,vaira,2090,45
CanESM2.CRCM5-UQAM,vaira,2091,37
CanESM2.CRCM5-UQAM,vaira,2092,72
CanESM2.CRCM5-UQAM,vaira,2093,44
CanESM2.CRCM5-UQAM,vaira,2094,39
CanESM2.CRCM5-UQAM,vaira,2095,34
CanESM2.CRCM5-UQAM,vaira,2096,56
CanESM2.CRCM5-UQAM,vaira,2097,55
CanESM2.CRCM5-UQAM,vaira,2098,41
CanESM2.CRCM5-UQAM,vaira,2099,45
CanESM2.CRCM5-UQAM,vaira,2100,66
GEMatm-Can.CRCM5-UQAM,ibp,2007,152
GEMatm-Can.CRCM5-UQAM,ibp,2008,186
GEMatm-Can.CRCM5-UQAM,ibp,2009,205
GEMatm-Can.CRCM5-UQAM,ibp,2010,194
GEMatm-Can.CRCM5-UQAM,ibp,2011,111
GEMatm-Can.CRCM5-UQAM,ibp,2012,198
GEMatm-Can.CRCM5-UQAM,ibp,2013,103
GEMatm-Can.CRCM5-UQAM,ibp,2014,210
GEMatm-Can.CRCM5-UQAM,ibp,2015,217
GEMatm-Can.CRCM5-UQAM,ibp,2017,242
GEMatm-Can.CRCM5-UQAM,ibp,2018,156
GEMatm-Can.CRCM5-UQAM,ibp,2019,229
GEMatm-Can.CRCM5-UQAM,ibp,2020,151
GEMatm-Can.CRCM5-UQAM,ibp,2021,217
GEMatm-Can.CRCM5-UQAM,ibp,2022,211
GEMatm-Can.CRCM5-UQAM,ibp,2023,208
GEMatm-Can.CRCM5-UQAM,ibp,2024,113
GEMatm-Can.CRCM5-UQAM,ibp,2025,191
GEMatm-Can.CRCM5-UQAM,ibp,2026,197
GEMatm-Can.CRCM5-UQAM,ibp,2027,221
GEMatm-Can.CRCM5-UQAM,ibp,2028,193
GEMatm-Can.CRCM5-UQAM,ibp,2029,198
GEMatm-Can.CRCM5-UQAM,ibp,2030,237
GEMatm-Can.CRCM5-UQAM,ibp,2031,217
GEMatm-Can.CRCM5-UQAM,ibp,2032,224
GEMatm-Can.CRCM5-UQAM,ibp,2033,69
GEMatm-Can.CRCM5-UQAM,ibp,2034,202
GEMatm-Can.CRCM5-UQAM,ibp,2035,239
GEMatm-Can.CRCM5-UQAM,ibp,2036,198
GEMatm-Can.CRCM5-UQAM,ibp,2037,236
GEMatm-Can.CRCM5-UQAM,ibp,2038,129
GEMatm-Can.CRCM5-UQAM,ibp,2039,201
GEMatm-Can.CRCM5-UQAM,ibp,2040,226
GEMatm-Can.CRCM5-UQAM,ibp,2041,221
GEMatm-Can.CRCM5-UQAM,ibp,2042,243
GEMatm-Can.CRCM5-UQAM,ibp,2043,199
GEMatm-Can.CRCM5-UQAM,ibp,2044,218
GEMatm-Can.CRCM5-UQAM,ibp,2045,261
GEMatm-Can.CRCM5-UQAM,ibp,2046,239
GEMatm-Can.CRCM5-UQAM,ibp,2047,240
GEMatm-Can.CRCM5-UQAM,ibp,2048,215
GEMatm-Can.CRCM5-UQAM,ibp,2049,241
GEMatm-Can.CRCM5-UQAM,ibp,2050,188
GEMatm-Can.CRCM5-UQAM,ibp,2051,205
GEMatm-Can.CRCM5-UQAM,ibp,2052,189
GEMatm-Can.CRCM5-UQAM,ibp,2053,202
GEMatm-Can.CRCM5-UQAM,ibp,2054,227
GEMatm-Can.CRCM5-UQAM,ibp,2055,199
GEMatm-Can.CRCM5-UQAM,ibp,2056,181
GEMatm-Can.CRCM5-UQAM,ibp,2057,240
GEMatm-Can.CRCM5-UQAM,ibp,2058,247
GEMatm-Can.CRCM5-UQAM,ibp,2059,189
GEMatm-Can.CRCM5-UQAM,ibp,2060,221
GEMatm-Can.CRCM5-UQAM,ibp,2061,208
GEMatm-Can.CRCM5-UQAM,ibp,2062,183
GEMatm-Can.CRCM5-UQAM,ibp,2063,193
GEMatm-Can.CRCM5-UQAM,ibp,2064,237
GEMatm-Can.CRCM5-UQAM,ibp,2066,225
GEMatm-Can.CRCM5-UQAM,ibp,2067,199
GEMatm-Can.CRCM5-UQAM,ibp,2068,178
GEMatm-Can.CRCM5-UQAM,ibp,2069,194
GEMatm-Can.CRCM5-UQAM,ibp,2070,228
GEMatm-Can.CRCM5-UQAM,ibp,2071,251
GEMatm-Can.CRCM5-UQAM,ibp,2072,181
GEMatm-Can.CRCM5-UQAM,ibp,2073,202
GEMatm-Can.CRCM5-UQAM,ibp,2074,243
GEMatm-Can.CRCM5-UQAM,ibp,2075,220
GEMatm-Can.CRCM5-UQAM,ibp,2076,189
GEMatm-Can.CRCM5-UQAM,ibp,2077,209
GEMatm-Can.CRCM5-UQAM,ibp,2078,190
GEMatm-Can.CRCM5-UQAM,ibp,2079,193
GEMatm-Can.CRCM5-UQAM,ibp,2080,202
GEMatm-Can.CRCM5-UQAM,ibp,2081,219
GEMatm-Can.CRCM5-UQAM,ibp,2082,222
GEMatm-Can.CRCM5-UQAM,ibp,2083,186
GEMatm-Can.CRCM5-UQAM,ibp,2084,181
GEMatm-Can.CRCM5-UQAM,ibp,2085,174
GEMatm-Can.CRCM5-UQAM,ibp,2086,233
GEMatm-Can.CRCM5-UQAM,ibp,2087,241
GEMatm-Can.CRCM5-UQAM,ibp,2088,209
GEMatm-Can.CRCM5-UQAM,ibp,2089,169
GEMatm-Can.CRCM5-UQAM,ibp,2090,228
GEMatm-Can.CRCM5-UQAM,ibp,2091,216
GEMatm-Can.CRCM5-UQAM,ibp,2092,179
GEMatm-Can.CRCM5-UQAM,ibp,2093,92
GEMatm-Can.CRCM5-UQAM,ibp,2094,227
GEMatm-Can.CRCM5-UQAM,ibp,2095,227
GEMatm-Can.CRCM5-UQAM,ibp,2097,215
GEMatm-Can.CRCM5-UQAM,ibp,2098,216
GEMatm-Can.CRCM5-UQAM,ibp,2099,175
GEMatm-Can.CRCM5-UQAM,ibp,2100,176
GEMatm-Can.CRCM5-UQAM,kansas,2007,118
GEMatm-Can.CRCM5-UQAM,kansas,2008,128
GEMatm-Can.CRCM5-UQAM,kansas,2009,113
GEMatm-Can.CRCM5-UQAM,kansas,2010,108
GEMatm-Can.CRCM5-UQAM,kansas,2011,119
GEMatm-Can.CRCM5-UQAM,kansas,2012,107
GEMatm-Can.CRCM5-UQAM,kansas,2013,108
GEMatm-Can.CRCM5-UQAM,kansas,2014,115
GEMatm-Can.CRCM5-UQAM,kansas,2015,109
GEMatm-Can.CRCM5-UQAM,kansas,2016,112
GEMatm-Can.CRCM5-UQAM,kansas,2017,105
GEMatm-Can.CRCM5-UQAM,kansas,2018,110
GEMatm-Can.CRCM5-UQAM,kansas,2019,113
GEMatm-Can.CRCM5-UQAM,kansas,2020,116
GEMatm-Can.CRCM5-UQAM,kansas,2021,116
GEMatm-Can.CRCM5-UQAM,kansas,2022,105
GEMatm-Can.CRCM5-UQAM,kansas,2023,107
GEMatm-Can.CRCM5-UQAM,kansas,2024,115
GEMatm-Can.CRCM5-UQAM,kansas,2025,107
GEMatm-Can.CRCM5-UQAM,kansas,2026,117
GEMatm-Can.CRCM5-UQAM,kansas,2027,120
GEMatm-Can.CRCM5-UQAM,kansas,2028,104
GEMatm-Can.CRCM5-UQAM,kansas,2029,106
GEMatm-Can.CRCM5-UQAM,kansas,2030,116
GEMatm-Can.CRCM5-UQAM,kansas,2031,106
GEMatm-Can.CRCM5-UQAM,kansas,2032,105
GEMatm-Can.CRCM5-UQAM,kansas,2033,126
GEMatm-Can.CRCM5-UQAM,kansas,2034,104
GEMatm-Can.CRCM5-UQAM,kansas,2035,104
GEMatm-Can.CRCM5-UQAM,kansas,2036,115
GEMatm-Can.CRCM5-UQAM,kansas,2037,111
GEMatm-Can.CRCM5-UQAM,kansas,2038,110
GEMatm-Can.CRCM5-UQAM,kansas,2039,115
GEMatm-Can.CRCM5-UQAM,kansas,2040,129
GEMatm-Can.CRCM5-UQAM,kansas,2041,109
GEMatm-Can.CRCM5-UQAM,kansas,2042,112
GEMatm-Can.CRCM5-UQAM,kansas,2043,113
GEMatm-Can.CRCM5-UQAM,kansas,2044,107
GEMatm-Can.CRCM5-UQAM,kansas,2045,105
GEMatm-Can.CRCM5-UQAM,kansas,2046,108
GEMatm-Can.CRCM5-UQAM,kansas,2047,109
GEMatm-Can.CRCM5-UQAM,kansas,2048,108
GEMatm-Can.CRCM5-UQAM,kansas,2049,107
GEMatm-Can.CRCM5-UQAM,kansas,2050,115
GEMatm-Can.CRCM5-UQAM,kansas,2051,107
GEMatm-Can.CRCM5-UQAM,kansas,2052,106
GEMatm-Can.CRCM5-UQAM,kansas,2053,109
GEMatm-Can.CRCM5-UQAM,kansas,2054,110
GEMatm-Can.CRCM5-UQAM,kansas,2055,111
GEMatm-Can.CRCM5-UQAM,kansas,2056,104
GEMatm-Can.CRCM5-UQAM,kansas,2057,131
GEMatm-Can.CRCM5-UQAM,kansas,2058,105
GEMatm-Can.CRCM5-UQAM,kansas,2059,110
GEMatm-Can.CRCM5-UQAM,kansas,2060,107
GEMatm-Can.CRCM5-UQAM,kansas,2061,118
GEMatm-Can.CRCM5-UQAM,kansas,2062,106
GEMatm-Can.CRCM5-UQAM,kansas,2063,106
GEMatm-Can.CRCM5-UQAM,kansas,2064,106
GEMatm-Can.CRCM5-UQAM,kansas,2065,105
GEMatm-Can.CRCM5-UQAM,kansas,2066,106
GEMatm-Can.CRCM5-UQAM,kansas,2067,105
GEMatm-Can.CRCM5-UQAM,kansas,2068,105
GEMatm-Can.CRCM5-UQAM,kansas,2069,110
GEMatm-Can.CRCM5-UQAM,kansas,2070,106
GEMatm-Can.CRCM5-UQAM,kansas,2071,113
GEMatm-Can.CRCM5-UQAM,kansas,2072,105
GEMatm-Can.CRCM5-UQAM,kansas,2073,105
GEMatm-Can.CRCM5-UQAM,kansas,2074,118
GEMatm-Can.CRCM5-UQAM,kansas,2075,105
GEMatm-Can.CRCM5-UQAM,kansas,2076,105
GEMatm-Can.CRCM5-UQAM,kansas,2077,107
GEMatm-Can.CRCM5-UQAM,kansas,2078,111
GEMatm-Can.CRCM5-UQAM,kansas,2079,102
GEMatm-Can.CRCM5-UQAM,kansas,2080,106
GEMatm-Can.CRCM5-UQAM,kansas,2081,107
GEMatm-Can.CRCM5-UQAM,kansas,2082,109
GEMatm-Can.CRCM5-UQAM,kansas,2083,110
GEMatm-Can.CRCM5-UQAM,kansas,2084,110
GEMatm-Can.CRCM5-UQAM,kansas,2085,105
GEMatm-Can.CRCM5-UQAM,kansas,2086,105
GEMatm-Can.CRCM5-UQAM,kansas,2087,126
GEMatm-Can.CRCM5-UQAM,kansas,2088,107
GEMatm-Can.CRCM5-UQAM,kansas,2089,106
GEMatm-Can.CRCM5-UQAM,kansas,2090,104
GEMatm-Can.CRCM5-UQAM,kansas,2091,104
GEMatm-Can.CRCM5-UQAM,kansas,2092,105
GEMatm-Can.CRCM5-UQAM,kansas,2093,105
GEMatm-Can.CRCM5-UQAM,kansas,2094,106
GEMatm-Can.CRCM5-UQAM,kansas,2095,113
GEMatm-Can.CRCM5-UQAM,kansas,2096,133
GEMatm-Can.CRCM5-UQAM,kansas,2097,105
GEMatm-Can.CRCM5-UQAM,kansas,2098,105
GEMatm-Can.CRCM5-UQAM,kansas,2099,105
GEMatm-Can.CRCM5-UQAM,kansas,2100,105
GEMatm-Can.CRCM5-UQAM,oakville,2007,138
GEMatm-Can.CRCM5-UQAM,oakville,2008,136
GEMatm-Can.CRCM5-UQAM,oakville,2009,140
GEMatm-Can.CRCM5-UQAM,oakville,2010,137
GEMatm-Can.CRCM5-UQAM,oakville,2011,137
GEMatm-Can.CRCM5-UQAM,oakville,2012,128
GEMatm-Can.CRCM5-UQAM,oakville,2013,132
GEMatm-Can.CRCM5-UQAM,oakville,2014,140
GEMatm-Can.CRCM5-UQAM,oakville,2015,140
GEMatm-Can.CRCM5-UQAM,oakville,2016,139
GEMatm-Can.CRCM5-UQAM,oakville,2017,141
GEMatm-Can.CRCM5-UQAM,oakville,2018,129
GEMatm-Can.CRCM5-UQAM,oakville,2019,146
GEMatm-Can.CRCM5-UQAM,oakville,2020,132
GEMatm-Can.CRCM5-UQAM,oakville,2021,138
GEMatm-Can.CRCM5-UQAM,oakville,2022,137
GEMatm-Can.CRCM5-UQAM,oakville,2023,134
GEMatm-Can.CRCM5-UQAM,oakville,2024,142
GEMatm-Can.CRCM5-UQAM,oakville,2025,128
GEMatm-Can.CRCM5-UQAM,oakville,2026,138
GEMatm-Can.CRCM5-UQAM,oakville,2027,128
GEMatm-Can.CRCM5-UQAM,oakville,2028,139
GEMatm-Can.CRCM5-UQAM,oakville,2029,133
GEMatm-Can.CRCM5-UQAM,oakville,2030,133
GEMatm-Can.CRCM5-UQAM,oakville,2031,134
GEMatm-Can.CRCM5-UQAM,oakville,2032,129
GEMatm-Can.CRCM5-UQAM,oakville,2033,125
GEMatm-Can.CRCM5-UQAM,oakville,2034,139
GEMatm-Can.CRCM5-UQAM,oakville,2035,126
GEMatm-Can.CRCM5-UQAM,oakville,2036,137
GEMatm-Can.CRCM5-UQAM,oakville,2037,133
GEMatm-Can.CRCM5-UQAM,oakville,2038,134
GEMatm-Can.CRCM5-UQAM,oakville,2039,129
GEMatm-Can.CRCM5-UQAM,oakville,2040,136
GEMatm-Can.CRCM5-UQAM,oakville,2041,133
GEMatm-Can.CRCM5-UQAM,oakville,2042,128
GEMatm-Can.CRCM5-UQAM,oakville,2043,134
GEMatm-Can.CRCM5-UQAM,oakville,2044,122
GEMatm-Can.CRCM5-UQAM,oakville,2045,134
GEMatm-Can.CRCM5-UQAM,oakville,2046,131
GEMatm-Can.CRCM5-UQAM,oakville,2047,132
GEMatm-Can.CRCM5-UQAM,oakville,2048,130
GEMatm-Can.CRCM5-UQAM,oakville,2049,134
GEMatm-Can.CRCM5-UQAM,oakville,2050,132
GEMatm-Can.CRCM5-UQAM,oakville,2051,127
GEMatm-Can.CRCM5-UQAM,oakville,2052,127
GEMatm-Can.CRCM5-UQAM,oakville,2053,128
GEMatm-Can.CRCM5-UQAM,oakville,2054,132
GEMatm-Can.CRCM5-UQAM,oakville,2055,129
GEMatm-Can.CRCM5-UQAM,oakville,2056,127
GEMatm-Can.CRCM5-UQAM,oakville,2057,129
GEMatm-Can.CRCM5-UQAM,oakville,2058,131
GEMatm-Can.CRCM5-UQAM,oakville,2059,130
GEMatm-Can.CRCM5-UQAM,oakville,2060,130
GEMatm-Can.CRCM5-UQAM,oakville,2061,138
GEMatm-Can.CRCM5-UQAM,oakville,2062,133
GEMatm-Can.CRCM5-UQAM,oakville,2063,126
GEMatm-Can.CRCM5-UQAM,oakville,2064,128
GEMatm-Can.CRCM5-UQAM,oakville,2065,131
GEMatm-Can.CRCM5-UQAM,oakville,2066,126
GEMatm-Can.CRCM5-UQAM,oakville,2067,127
GEMatm-Can.CRCM5-UQAM,oakville,2068,127
GEMatm-Can.CRCM5-UQAM,oakville,2069,137
GEMatm-Can.CRCM5-UQAM,oakville,2070,123
GEMatm-Can.CRCM5-UQAM,oakville,2071,130
GEMatm-Can.CRCM5-UQAM,oakville,2072,132
GEMatm-Can.CRCM5-UQAM,oakville,2073,128
GEMatm-Can.CRCM5-UQAM,oakville,2074,130
GEMatm-Can.CRCM5-UQAM,oakville,2075,122
GEMatm-Can.CRCM5-UQAM,oakville,2076,136
GEMatm-Can.CRCM5-UQAM,oakville,2077,128
GEMatm-Can.CRCM5-UQAM,oakville,2078,140
GEMatm-Can.CRCM5-UQAM,oakville,2079,122
GEMatm-Can.CRCM5-UQAM,oakville,2080,124
GEMatm-Can.CRCM5-UQAM,oakville,2081,129
GEMatm-Can.CRCM5-UQAM,oakville,2082,128
GEMatm-Can.CRCM5-UQAM,oakville,2083,127
GEMatm-Can.CRCM5-UQAM,oakville,2084,127
GEMatm-Can.CRCM5-UQAM,oakville,2085,132
GEMatm-Can.CRCM5-UQAM,oakville,2086,126
GEMatm-Can.CRCM5-UQAM,oakville,2087,128
GEMatm-Can.CRCM5-UQAM,oakville,2088,129
GEMatm-Can.CRCM5-UQAM,oakville,2089,128
GEMatm-Can.CRCM5-UQAM,oakville,2090,130
GEMatm-Can.CRCM5-UQAM,oakville,2091,132
GEMatm-Can.CRCM5-UQAM,oakville,2092,126
GEMatm-Can.CRCM5-UQAM,oakville,2093,136
GEMatm-Can.CRCM5-UQAM,oakville,2094,129
GEMatm-Can.CRCM5-UQAM,oakville,2095,124
GEMatm-Can.CRCM5-UQAM,oakville,2096,123
GEMatm-Can.CRCM5-UQAM,oakville,2097,129
GEMatm-Can.CRCM5-UQAM,oakville,2098,127
GEMatm-Can.CRCM5-UQAM,oakville,2099,122
GEMatm-Can.CRCM5-UQAM,oakville,2100,129
GEMatm-Can.CRCM5-UQAM,vaira,2007,96
GEMatm-Can.CRCM5-UQAM,vaira,2008,75
GEMatm-Can.CRCM5-UQAM,vaira,2009,54
GEMatm-Can.CRCM5-UQAM,vaira,2010,66
GEMatm-Can.CRCM5-UQAM,vaira,2011,55
GEMatm-Can.CRCM5-UQAM,vaira,2012,61
GEMatm-Can.CRCM5-UQAM,vaira,2013,41
GEMatm-Can.CRCM5-UQAM,vaira,2014,73
GEMatm-Can.CRCM5-UQAM,vaira,2015,81
GEMatm-Can.CRCM5-UQAM,vaira,2016,44
GEMatm-Can.CRCM5-UQAM,vaira,2017,75
GEMatm-Can.CRCM5-UQAM,vaira,2018,59
GEMatm-Can.CRCM5-UQAM,vaira,2019,41
GEMatm-Can.CRCM5-UQAM,vaira,2020,46
GEMatm-Can.CRCM5-UQAM,vaira,2021,80
GEMatm-Can.CRCM5-UQAM,vaira,2022,60
GEMatm-Can.CRCM5-UQAM,vaira,2023,73
GEMatm-Can.CRCM5-UQAM,vaira,2024,53
GEMatm-Can.CRCM5-UQAM,vaira,2025,70
GEMatm-Can.CRCM5-UQAM,vaira,2026,61
GEMatm-Can.CRCM5-UQAM,vaira,2027,75
GEMatm-Can.CRCM5-UQAM,vaira,2028,50
GEMatm-Can.CRCM5-UQAM,vaira,2029,65
GEMatm-Can.CRCM5-UQAM,vaira,2030,45
GEMatm-Can.CRCM5-UQAM,vaira,2031,42
GEMatm-Can.CRCM5-UQAM,vaira,2032,48
GEMatm-Can.CRCM5-UQAM,vaira,2033,34
GEMatm-Can.CRCM5-UQAM,vaira,2034,67
GEMatm-Can.CRCM5-UQAM,vaira,2035,59
GEMatm-Can.CRCM5-UQAM,vaira,2036,55
GEMatm-Can.CRCM5-UQAM,vaira,2037,47
GEMatm-Can.CRCM5-UQAM,vaira,2038,43
GEMatm-Can.CRCM5-UQAM,vaira,2039,49
GEMatm-Can.CRCM5-UQAM,vaira,2040,52
GEMatm-Can.CRCM5-UQAM,vaira,2041,77
GEMatm-Can.CRCM5-UQAM,vaira,2042,25
GEMatm-Can.CRCM5-UQAM,vaira,2043,31
GEMatm-Can.CRCM5-UQAM,vaira,2044,71
GEMatm-Can.CRCM5-UQAM,vaira,2045,78
GEMatm-Can.CRCM5-UQAM,vaira,2046,39
GEMatm-Can.CRCM5-UQAM,vaira,2047,59
GEMatm-Can.CRCM5-UQAM,vaira,2048,47
GEMatm-Can.CRCM5-UQAM,vaira,2049,47
GEMatm-Can.CRCM5-UQAM,vaira,2050,58
GEMatm-Can.CRCM5-UQAM,vaira,2051,70
GEMatm-Can.CRCM5-UQAM,vaira,2052,41
GEMatm-Can.CRCM5-UQAM,vaira,2053,83
GEMatm-Can.CRCM5-UQAM,vaira,2054,68
GEMatm-Can.CRCM5-UQAM,vaira,2055,51
GEMatm-Can.CRCM5-UQAM,vaira,2056,47
GEMatm-Can.CRCM5-UQAM,vaira,2057,75
GEMatm-Can.CRCM5-UQAM,vaira,2058,63
GEMatm-Can.CRCM5-UQAM,vaira,2059,65
GEMatm-Can.CRCM5-UQAM,vaira,2060,33
GEMatm-Can.CRCM5-UQAM,vaira,2061,80
GEMatm-Can.CRCM5-UQAM,vaira,2062,65
GEMatm-Can.CRCM5-UQAM,vaira,2063,54
GEMatm-Can.CRCM5-UQAM,vaira,2064,59
GEMatm-Can.CRCM5-UQAM,vaira,2065,44
