model,site,year,predicted
GEMatm-Can.CRCM5-UQAM,vaira,2066,51
GEMatm-Can.CRCM5-UQAM,vaira,2067,58
GEMatm-Can.CRCM5-UQAM,vaira,2068,37
GEMatm-Can.CRCM5-UQAM,vaira,2069,83
GEMatm-Can.CRCM5-UQAM,vaira,2070,47
GEMatm-Can.CRCM5-UQAM,vaira,2071,49
GEMatm-Can.CRCM5-UQAM,vaira,2072,57
GEMatm-Can.CRCM5-UQAM,vaira,2073,39
GEMatm-Can.CRCM5-UQAM,vaira,2074,64
GEMatm-Can.CRCM5-UQAM,vaira,2075,72
GEMatm-Can.CRCM5-UQAM,vaira,2076,31
GEMatm-Can.CRCM5-UQAM,vaira,2077,39
GEMatm-Can.CRCM5-UQAM,vaira,2078,60
GEMatm-Can.CRCM5-UQAM,vaira,2079,32
GEMatm-Can.CRCM5-UQAM,vaira,2080,49
GEMatm-Can.CRCM5-UQAM,vaira,2081,63
GEMatm-Can.CRCM5-UQAM,vaira,2082,38
GEMatm-Can.CRCM5-UQAM,vaira,2083,24
GEMatm-Can.CRCM5-UQAM,vaira,2084,45
GEMatm-Can.CRCM5-UQAM,vaira,2085,27
GEMatm-Can.CRCM5-UQAM,vaira,2086,82
GEMatm-Can.CRCM5-UQAM,vaira,2087,40
GEMatm-Can.CRCM5-UQAM,vaira,2088,56
GEMatm-Can.CRCM5-UQAM,vaira,2089,57
GEMatm-Can.CRCM5-UQAM,vaira,2090,62
GEMatm-Can.CRCM5-UQAM,vaira,2091,70
GEMatm-Can.CRCM5-UQAM,vaira,2092,56
GEMatm-Can.CRCM5-UQAM,vaira,2093,50
GEMatm-Can.CRCM5-UQAM,vaira,2094,42
GEMatm-Can.CRCM5-UQAM,vaira,2095,76
GEMatm-Can.CRCM5-UQAM,vaira,2096,36
GEMatm-Can.CRCM5-UQAM,vaira,2097,37
GEMatm-Can.CRCM5-UQAM,vaira,2098,38
GEMatm-Can.CRCM5-UQAM,vaira,2099,76
GEMatm-Can.CRCM5-UQAM,vaira,2100,43
GEMatm-MPI.CRCM5-UQAM,ibp,2007,164
GEMatm-MPI.CRCM5-UQAM,ibp,2008,224
GEMatm-MPI.CRCM5-UQAM,ibp,2009,196
GEMatm-MPI.CRCM5-UQAM,ibp,2010,249
GEMatm-MPI.CRCM5-UQAM,ibp,2011,217
GEMatm-MPI.CRCM5-UQAM,ibp,2012,258
GEMatm-MPI.CRCM5-UQAM,ibp,2013,213
GEMatm-MPI.CRCM5-UQAM,ibp,2014,202
GEMatm-MPI.CRCM5-UQAM,ibp,2015,223
GEMatm-MPI.CRCM5-UQAM,ibp,2016,188
GEMatm-MPI.CRCM5-UQAM,ibp,2017,207
GEMatm-MPI.CRCM5-UQAM,ibp,2018,129
GEMatm-MPI.CRCM5-UQAM,ibp,2019,172
GEMatm-MPI.CRCM5-UQAM,ibp,2020,147
GEMatm-MPI.CRCM5-UQAM,ibp,2022,224
GEMatm-MPI.CRCM5-UQAM,ibp,2023,168
GEMatm-MPI.CRCM5-UQAM,ibp,2024,169
GEMatm-MPI.CRCM5-UQAM,ibp,2025,202
GEMatm-MPI.CRCM5-UQAM,ibp,2026,206
GEMatm-MPI.CRCM5-UQAM,ibp,2027,256
GEMatm-MPI.CRCM5-UQAM,ibp,2028,251
GEMatm-MPI.CRCM5-UQAM,ibp,2029,207
GEMatm-MPI.CRCM5-UQAM,ibp,2030,191
GEMatm-MPI.CRCM5-UQAM,ibp,2031,94
GEMatm-MPI.CRCM5-UQAM,ibp,2032,219
GEMatm-MPI.CRCM5-UQAM,ibp,2033,188
GEMatm-MPI.CRCM5-UQAM,ibp,2034,182
GEMatm-MPI.CRCM5-UQAM,ibp,2035,230
GEMatm-MPI.CRCM5-UQAM,ibp,2036,223
GEMatm-MPI.CRCM5-UQAM,ibp,2037,241
GEMatm-MPI.CRCM5-UQAM,ibp,2038,190
GEMatm-MPI.CRCM5-UQAM,ibp,2039,211
GEMatm-MPI.CRCM5-UQAM,ibp,2040,253
GEMatm-MPI.CRCM5-UQAM,ibp,2041,238
GEMatm-MPI.CRCM5-UQAM,ibp,2042,153
GEMatm-MPI.CRCM5-UQAM,ibp,2044,214
GEMatm-MPI.CRCM5-UQAM,ibp,2045,150
GEMatm-MPI.CRCM5-UQAM,ibp,2046,219
GEMatm-MPI.CRCM5-UQAM,ibp,2047,239
GEMatm-MPI.CRCM5-UQAM,ibp,2048,251
GEMatm-MPI.CRCM5-UQAM,ibp,2049,225
GEMatm-MPI.CRCM5-UQAM,ibp,2050,189
GEMatm-MPI.CRCM5-UQAM,ibp,2051,190
GEMatm-MPI.CRCM5-UQAM,ibp,2052,161
GEMatm-MPI.CRCM5-UQAM,ibp,2053,225
GEMatm-MPI.CRCM5-UQAM,ibp,2054,229
GEMatm-MPI.CRCM5-UQAM,ibp,2055,215
GEMatm-MPI.CRCM5-UQAM,ibp,2056,216
GEMatm-MPI.CRCM5-UQAM,ibp,2057,237
GEMatm-MPI.CRCM5-UQAM,ibp,2058,196
GEMatm-MPI.CRCM5-UQAM,ibp,2059,220
GEMatm-MPI.CRCM5-UQAM,ibp,2060,108
GEMatm-MPI.CRCM5-UQAM,ibp,2061,200
GEMatm-MPI.CRCM5-UQAM,ibp,2062,240
GEMatm-MPI.CRCM5-UQAM,ibp,2063,222
GEMatm-MPI.CRCM5-UQAM,ibp,2064,150
GEMatm-MPI.CRCM5-UQAM,ibp,2065,218
GEMatm-MPI.CRCM5-UQAM,ibp,2066,201
GEMatm-MPI.CRCM5-UQAM,ibp,2067,96
GEMatm-MPI.CRCM5-UQAM,ibp,2068,217
GEMatm-MPI.CRCM5-UQAM,ibp,2069,192
GEMatm-MPI.CRCM5-UQAM,ibp,2070,196
GEMatm-MPI.CRCM5-UQAM,ibp,2071,96
GEMatm-MPI.CRCM5-UQAM,ibp,2072,221
GEMatm-MPI.CRCM5-UQAM,ibp,2073,214
GEMatm-MPI.CRCM5-UQAM,ibp,2074,185
GEMatm-MPI.CRCM5-UQAM,ibp,2075,195
GEMatm-MPI.CRCM5-UQAM,ibp,2076,238
GEMatm-MPI.CRCM5-UQAM,ibp,2077,192
GEMatm-MPI.CRCM5-UQAM,ibp,2078,198
GEMatm-MPI.CRCM5-UQAM,ibp,2080,244
GEMatm-MPI.CRCM5-UQAM,ibp,2081,191
GEMatm-MPI.CRCM5-UQAM,ibp,2082,187
GEMatm-MPI.CRCM5-UQAM,ibp,2083,218
GEMatm-MPI.CRCM5-UQAM,ibp,2084,253
GEMatm-MPI.CRCM5-UQAM,ibp,2085,163
GEMatm-MPI.CRCM5-UQAM,ibp,2086,209
GEMatm-MPI.CRCM5-UQAM,ibp,2087,190
GEMatm-MPI.CRCM5-UQAM,ibp,2088,234
GEMatm-MPI.CRCM5-UQAM,ibp,2089,161
GEMatm-MPI.CRCM5-UQAM,ibp,2090,215
GEMatm-MPI.CRCM5-UQAM,ibp,2091,245
GEMatm-MPI.CRCM5-UQAM,ibp,2092,222
GEMatm-MPI.CRCM5-UQAM,ibp,2093,232
GEMatm-MPI.CRCM5-UQAM,ibp,2094,257
GEMatm-MPI.CRCM5-UQAM,ibp,2095,242
GEMatm-MPI.CRCM5-UQAM,ibp,2096,207
GEMatm-MPI.CRCM5-UQAM,ibp,2097,110
GEMatm-MPI.CRCM5-UQAM,ibp,2098,192
GEMatm-MPI.CRCM5-UQAM,ibp,2099,237
GEMatm-MPI.CRCM5-UQAM,ibp,2100,247
GEMatm-MPI.CRCM5-UQAM,kansas,2007,109
GEMatm-MPI.CRCM5-UQAM,kansas,2008,118
GEMatm-MPI.CRCM5-UQAM,kansas,2009,118
GEMatm-MPI.CRCM5-UQAM,kansas,2010,113
GEMatm-MPI.CRCM5-UQAM,kansas,2011,119
GEMatm-MPI.CRCM5-UQAM,kansas,2012,117
GEMatm-MPI.CRCM5-UQAM,kansas,2013,105
GEMatm-MPI.CRCM5-UQAM,kansas,2014,112
GEMatm-MPI.CRCM5-UQAM,kansas,2015,109
GEMatm-MPI.CRCM5-UQAM,kansas,2016,115
GEMatm-MPI.CRCM5-UQAM,kansas,2017,113
GEMatm-MPI.CRCM5-UQAM,kansas,2018,107
GEMatm-MPI.CRCM5-UQAM,kansas,2019,110
GEMatm-MPI.CRCM5-UQAM,kansas,2020,118
GEMatm-MPI.CRCM5-UQAM,kansas,2021,105
GEMatm-MPI.CRCM5-UQAM,kansas,2022,118
GEMatm-MPI.CRCM5-UQAM,kansas,2023,111
GEMatm-MPI.CRCM5-UQAM,kansas,2024,104
GEMatm-MPI.CRCM5-UQAM,kansas,2025,120
GEMatm-MPI.CRCM5-UQAM,kansas,2026,124
GEMatm-MPI.CRCM5-UQAM,kansas,2027,105
GEMatm-MPI.CRCM5-UQAM,kansas,2028,105
GEMatm-MPI.CRCM5-UQAM,kansas,2029,116
GEMatm-MPI.CRCM5-UQAM,kansas,2030,104
GEMatm-MPI.CRCM5-UQAM,kansas,2031,109
GEMatm-MPI.CRCM5-UQAM,kansas,2032,124
GEMatm-MPI.CRCM5-UQAM,kansas,2033,108
GEMatm-MPI.CRCM5-UQAM,kansas,2034,113
GEMatm-MPI.CRCM5-UQAM,kansas,2035,107
GEMatm-MPI.CRCM5-UQAM,kansas,2036,107
GEMatm-MPI.CRCM5-UQAM,kansas,2037,111
GEMatm-MPI.CRCM5-UQAM,kansas,2038,104
GEMatm-MPI.CRCM5-UQAM,kansas,2039,104
GEMatm-MPI.CRCM5-UQAM,kansas,2040,113
GEMatm-MPI.CRCM5-UQAM,kansas,2041,106
GEMatm-MPI.CRCM5-UQAM,kansas,2042,111
GEMatm-MPI.CRCM5-UQAM,kansas,2043,106
GEMatm-MPI.CRCM5-UQAM,kansas,2044,103
GEMatm-MPI.CRCM5-UQAM,kansas,2045,110
GEMatm-MPI.CRCM5-UQAM,kansas,2046,112
GEMatm-MPI.CRCM5-UQAM,kansas,2047,114
GEMatm-MPI.CRCM5-UQAM,kansas,2048,108
GEMatm-MPI.CRCM5-UQAM,kansas,2049,106
GEMatm-MPI.CRCM5-UQAM,kansas,2050,110
GEMatm-MPI.CRCM5-UQAM,kansas,2051,107
GEMatm-MPI.CRCM5-UQAM,kansas,2052,103
GEMatm-MPI.CRCM5-UQAM,kansas,2053,110
GEMatm-MPI.CRCM5-UQAM,kansas,2054,116
GEMatm-MPI.CRCM5-UQAM,kansas,2055,111
GEMatm-MPI.CRCM5-UQAM,kansas,2056,108
GEMatm-MPI.CRCM5-UQAM,kansas,2057,104
GEMatm-MPI.CRCM5-UQAM,kansas,2058,128
GEMatm-MPI.CRCM5-UQAM,kansas,2059,108
GEMatm-MPI.CRCM5-UQAM,kansas,2060,116
GEMatm-MPI.CRCM5-UQAM,kansas,2061,111
GEMatm-MPI.CRCM5-UQAM,kansas,2062,108
GEMatm-MPI.CRCM5-UQAM,kansas,2063,103
GEMatm-MPI.CRCM5-UQAM,kansas,2064,116
GEMatm-MPI.CRCM5-UQAM,kansas,2065,126
GEMatm-MPI.CRCM5-UQAM,kansas,2066,107
GEMatm-MPI.CRCM5-UQAM,kansas,2067,103
GEMatm-MPI.CRCM5-UQAM,kansas,2068,116
GEMatm-MPI.CRCM5-UQAM,kansas,2069,108
GEMatm-MPI.CRCM5-UQAM,kansas,2070,104
GEMatm-MPI.CRCM5-UQAM,kansas,2071,112
GEMatm-MPI.CRCM5-UQAM,kansas,2072,106
GEMatm-MPI.CRCM5-UQAM,kansas,2073,102
GEMatm-MPI.CRCM5-UQAM,kansas,2074,113
GEMatm-MPI.CRCM5-UQAM,kansas,2075,104
GEMatm-MPI.CRCM5-UQAM,kansas,2076,116
GEMatm-MPI.CRCM5-UQAM,kansas,2077,113
GEMatm-MPI.CRCM5-UQAM,kansas,2078,115
GEMatm-MPI.CRCM5-UQAM,kansas,2079,106
GEMatm-MPI.CRCM5-UQAM,kansas,2080,105
GEMatm-MPI.CRCM5-UQAM,kansas,2081,107
GEMatm-MPI.CRCM5-UQAM,kansas,2082,104
GEMatm-MPI.CRCM5-UQAM,kansas,2083,109
GEMatm-MPI.CRCM5-UQAM,kansas,2084,106
GEMatm-MPI.CRCM5-UQAM,kansas,2085,108
GEMatm-MPI.CRCM5-UQAM,kansas,2086,107
GEMatm-MPI.CRCM5-UQAM,kansas,2087,105
GEMatm-MPI.CRCM5-UQAM,kansas,2088,114
GEMatm-MPI.CRCM5-UQAM,kansas,2089,112
GEMatm-MPI.CRCM5-UQAM,kansas,2090,122
GEMatm-MPI.CRCM5-UQAM,kansas,2091,105
GEMatm-MPI.CRCM5-UQAM,kansas,2092,113
GEMatm-MPI.CRCM5-UQAM,kansas,2093,105
GEMatm-MPI.CRCM5-UQAM,kansas,2094,105
GEMatm-MPI.CRCM5-UQAM,kansas,2095,112
GEMatm-MPI.CRCM5-UQAM,kansas,2096,105
GEMatm-MPI.CRCM5-UQAM,kansas,2097,123
GEMatm-MPI.CRCM5-UQAM,kansas,2098,113
GEMatm-MPI.CRCM5-UQAM,kansas,2099,106
GEMatm-MPI.CRCM5-UQAM,kansas,2100,106
GEMatm-MPI.CRCM5-UQAM,oakville,2007,135
GEMatm-MPI.CRCM5-UQAM,oakville,2008,150
GEMatm-MPI.CRCM5-UQAM,oakville,2009,148
GEMatm-MPI.CRCM5-UQAM,oakville,2010,139
GEMatm-MPI.CRCM5-UQAM,oakville,2011,145
GEMatm-MPI.CRCM5-UQAM,oakville,2012,135
GEMatm-MPI.CRCM5-UQAM,oakville,2013,132
GEMatm-MPI.CRCM5-UQAM,oakville,2014,132
GEMatm-MPI.CRCM5-UQAM,oakville,2015,139
GEMatm-MPI.CRCM5-UQAM,oakville,2016,140
GEMatm-MPI.CRCM5-UQAM,oakville,2017,129
GEMatm-MPI.CRCM5-UQAM,oakville,2018,133
GEMatm-MPI.CRCM5-UQAM,oakville,2019,131
GEMatm-MPI.CRCM5-UQAM,oakville,2020,139
GEMatm-MPI.CRCM5-UQAM,oakville,2021,125
GEMatm-MPI.CRCM5-UQAM,oakville,2022,133
GEMatm-MPI.CRCM5-UQAM,oakville,2023,130
GEMatm-MPI.CRCM5-UQAM,oakville,2024,136
GEMatm-MPI.CRCM5-UQAM,oakville,2025,145
GEMatm-MPI.CRCM5-UQAM,oakville,2026,143
GEMatm-MPI.CRCM5-UQAM,oakville,2027,138
GEMatm-MPI.CRCM5-UQAM,oakville,2028,128
GEMatm-MPI.CRCM5-UQAM,oakville,2029,143
GEMatm-MPI.CRCM5-UQAM,oakville,2030,133
GEMatm-MPI.CRCM5-UQAM,oakville,2031,128
GEMatm-MPI.CRCM5-UQAM,oakville,2032,127
GEMatm-MPI.CRCM5-UQAM,oakville,2033,139
GEMatm-MPI.CRCM5-UQAM,oakville,2034,127
GEMatm-MPI.CRCM5-UQAM,oakville,2035,135
GEMatm-MPI.CRCM5-UQAM,oakville,2036,133
GEMatm-MPI.CRCM5-UQAM,oakville,2037,137
GEMatm-MPI.CRCM5-UQAM,oakville,2038,126
GEMatm-MPI.CRCM5-UQAM,oakville,2039,135
GEMatm-MPI.CRCM5-UQAM,oakville,2040,122
GEMatm-MPI.CRCM5-UQAM,oakville,2041,133
GEMatm-MPI.CRCM5-UQAM,oakville,2042,135
GEMatm-MPI.CRCM5-UQAM,oakville,2043,140
GEMatm-MPI.CRCM5-UQAM,oakville,2044,140
GEMatm-MPI.CRCM5-UQAM,oakville,2045,130
GEMatm-MPI.CRCM5-UQAM,oakville,2046,129
GEMatm-MPI.CRCM5-UQAM,oakville,2047,127
GEMatm-MPI.CRCM5-UQAM,oakville,2048,126
GEMatm-MPI.CRCM5-UQAM,oakville,2049,124
GEMatm-MPI.CRCM5-UQAM,oakville,2050,139
GEMatm-MPI.CRCM5-UQAM,oakville,2051,121
GEMatm-MPI.CRCM5-UQAM,oakville,2052,126
GEMatm-MPI.CRCM5-UQAM,oakville,2053,130
GEMatm-MPI.CRCM5-UQAM,oakville,2054,129
GEMatm-MPI.CRCM5-UQAM,oakville,2055,124
GEMatm-MPI.CRCM5-UQAM,oakville,2056,133
GEMatm-MPI.CRCM5-UQAM,oakville,2057,133
GEMatm-MPI.CRCM5-UQAM,oakville,2058,121
GEMatm-MPI.CRCM5-UQAM,oakville,2059,135
GEMatm-MPI.CRCM5-UQAM,oakville,2060,126
GEMatm-MPI.CRCM5-UQAM,oakville,2061,137
GEMatm-MPI.CRCM5-UQAM,oakville,2062,133
GEMatm-MPI.CRCM5-UQAM,oakville,2063,129
GEMatm-MPI.CRCM5-UQAM,oakville,2064,133
GEMatm-MPI.CRCM5-UQAM,oakville,2065,132
GEMatm-MPI.CRCM5-UQAM,oakville,2066,129
GEMatm-MPI.CRCM5-UQAM,oakville,2067,132
GEMatm-MPI.CRCM5-UQAM,oakville,2068,130
GEMatm-MPI.CRCM5-UQAM,oakville,2069,126
GEMatm-MPI.CRCM5-UQAM,oakville,2070,121
GEMatm-MPI.CRCM5-UQAM,oakville,2071,136
GEMatm-MPI.CRCM5-UQAM,oakville,2072,127
GEMatm-MPI.CRCM5-UQAM,oakville,2073,136
GEMatm-MPI.CRCM5-UQAM,oakville,2074,132
GEMatm-MPI.CRCM5-UQAM,oakville,2075,123
GEMatm-MPI.CRCM5-UQAM,oakville,2076,121
GEMatm-MPI.CRCM5-UQAM,oakville,2077,129
GEMatm-MPI.CRCM5-UQAM,oakville,2078,125
GEMatm-MPI.CRCM5-UQAM,oakville,2079,131
GEMatm-MPI.CRCM5-UQAM,oakville,2080,124
GEMatm-MPI.CRCM5-UQAM,oakville,2081,128
GEMatm-MPI.CRCM5-UQAM,oakville,2082,135
GEMatm-MPI.CRCM5-UQAM,oakville,2083,128
GEMatm-MPI.CRCM5-UQAM,oakville,2084,125
GEMatm-MPI.CRCM5-UQAM,oakville,2085,124
GEMatm-MPI.CRCM5-UQAM,oakville,2086,132
GEMatm-MPI.CRCM5-UQAM,oakville,2087,124
GEMatm-MPI.CRCM5-UQAM,oakville,2088,137
GEMatm-MPI.CRCM5-UQAM,oakville,2089,126
GEMatm-MPI.CRCM5-UQAM,oakville,2090,129
GEMatm-MPI.CRCM5-UQAM,oakville,2091,122
GEMatm-MPI.CRCM5-UQAM,oakville,2092,133
GEMatm-MPI.CRCM5-UQAM,oakville,2093,130
GEMatm-MPI.CRCM5-UQAM,oakville,2094,137
GEMatm-MPI.CRCM5-UQAM,oakville,2095,130
GEMatm-MPI.CRCM5-UQAM,oakville,2096,126
GEMatm-MPI.CRCM5-UQAM,oakville,2097,137
GEMatm-MPI.CRCM5-UQAM,oakville,2098,126
GEMatm-MPI.CRCM5-UQAM,oakville,2099,121
GEMatm-MPI.CRCM5-UQAM,oakville,2100,120
GEMatm-MPI.CRCM5-UQAM,vaira,2007,62
GEMatm-MPI.CRCM5-UQAM,vaira,2008,76
GEMatm-MPI.CRCM5-UQAM,vaira,2009,46
GEMatm-MPI.CRCM5-UQAM,vaira,2010,94
GEMatm-MPI.CRCM5-UQAM,vaira,2011,85
GEMatm-MPI.CRCM5-UQAM,vaira,2012,72
GEMatm-MPI.CRCM5-UQAM,vaira,2013,77
GEMatm-MPI.CRCM5-UQAM,vaira,2014,88
GEMatm-MPI.CRCM5-UQAM,vaira,2015,49
GEMatm-MPI.CRCM5-UQAM,vaira,2016,55
GEMatm-MPI.CRCM5-UQAM,vaira,2017,48
GEMatm-MPI.CRCM5-UQAM,vaira,2018,70
GEMatm-MPI.CRCM5-UQAM,vaira,2019,67
GEMatm-MPI.CRCM5-UQAM,vaira,2020,44
GEMatm-MPI.CRCM5-UQAM,vaira,2021,53
GEMatm-MPI.CRCM5-UQAM,vaira,2022,79
GEMatm-MPI.CRCM5-UQAM,vaira,2023,58
GEMatm-MPI.CRCM5-UQAM,vaira,2024,50
GEMatm-MPI.CRCM5-UQAM,vaira,2025,70
GEMatm-MPI.CRCM5-UQAM,vaira,2026,41
GEMatm-MPI.CRCM5-UQAM,vaira,2027,52
GEMatm-MPI.CRCM5-UQAM,vaira,2028,81
GEMatm-MPI.CRCM5-UQAM,vaira,2029,62
GEMatm-MPI.CRCM5-UQAM,vaira,2030,74
GEMatm-MPI.CRCM5-UQAM,vaira,2031,42
GEMatm-MPI.CRCM5-UQAM,vaira,2032,86
GEMatm-MPI.CRCM5-UQAM,vaira,2033,80
GEMatm-MPI.CRCM5-UQAM,vaira,2034,102
GEMatm-MPI.CRCM5-UQAM,vaira,2035,56
GEMatm-MPI.CRCM5-UQAM,vaira,2036,73
GEMatm-MPI.CRCM5-UQAM,vaira,2037,82
GEMatm-MPI.CRCM5-UQAM,vaira,2038,85
GEMatm-MPI.CRCM5-UQAM,vaira,2039,52
GEMatm-MPI.CRCM5-UQAM,vaira,2040,66
GEMatm-MPI.CRCM5-UQAM,vaira,2041,75
GEMatm-MPI.CRCM5-UQAM,vaira,2042,54
GEMatm-MPI.CRCM5-UQAM,vaira,2043,103
GEMatm-MPI.CRCM5-UQAM,vaira,2044,35
GEMatm-MPI.CRCM5-UQAM,vaira,2045,56
GEMatm-MPI.CRCM5-UQAM,vaira,2046,60
GEMatm-MPI.CRCM5-UQAM,vaira,2047,67
GEMatm-MPI.CRCM5-UQAM,vaira,2048,77
GEMatm-MPI.CRCM5-UQAM,vaira,2049,73
GEMatm-MPI.CRCM5-UQAM,vaira,2050,50
GEMatm-MPI.CRCM5-UQAM,vaira,2051,46
GEMatm-MPI.CRCM5-UQAM,vaira,2052,61
GEMatm-MPI.CRCM5-UQAM,vaira,2053,53
GEMatm-MPI.CRCM5-UQAM,vaira,2054,60
GEMatm-MPI.CRCM5-UQAM,vaira,2055,33
GEMatm-MPI.CRCM5-UQAM,vaira,2056,51
GEMatm-MPI.CRCM5-UQAM,vaira,2057,61
GEMatm-MPI.CRCM5-UQAM,vaira,2058,66
GEMatm-MPI.CRCM5-UQAM,vaira,2059,54
GEMatm-MPI.CRCM5-UQAM,vaira,2060,46
GEMatm-MPI.CRCM5-UQAM,vaira,2061,67
GEMatm-MPI.CRCM5-UQAM,vaira,2062,67
GEMatm-MPI.CRCM5-UQAM,vaira,2063,78
GEMatm-MPI.CRCM5-UQAM,vaira,2064,47
GEMatm-MPI.CRCM5-UQAM,vaira,2065,30
GEMatm-MPI.CRCM5-UQAM,vaira,2066,65
GEMatm-MPI.CRCM5-UQAM,vaira,2067,53
GEMatm-MPI.CRCM5-UQAM,vaira,2068,79
GEMatm-MPI.CRCM5-UQAM,vaira,2069,53
GEMatm-MPI.CRCM5-UQAM,vaira,2070,70
GEMatm-MPI.CRCM5-UQAM,vaira,2071,73
GEMatm-MPI.CRCM5-UQAM,vaira,2072,41
GEMatm-MPI.CRCM5-UQAM,vaira,2073,58
GEMatm-MPI.CRCM5-UQAM,vaira,2074,38
GEMatm-MPI.CRCM5-UQAM,vaira,2075,41
GEMatm-MPI.CRCM5-UQAM,vaira,2076,44
GEMatm-MPI.CRCM5-UQAM,vaira,2077,28
GEMatm-MPI.CRCM5-UQAM,vaira,2078,39
GEMatm-MPI.CRCM5-UQAM,vaira,2079,55
GEMatm-MPI.CRCM5-UQAM,vaira,2080,72
GEMatm-MPI.CRCM5-UQAM,vaira,2081,99
GEMatm-MPI.CRCM5-UQAM,vaira,2082,91
GEMatm-MPI.CRCM5-UQAM,vaira,2083,78
GEMatm-MPI.CRCM5-UQAM,vaira,2084,76
GEMatm-MPI.CRCM5-UQAM,vaira,2085,42
GEMatm-MPI.CRCM5-UQAM,vaira,2086,70
GEMatm-MPI.CRCM5-UQAM,vaira,2087,59
GEMatm-MPI.CRCM5-UQAM,vaira,2088,42
GEMatm-MPI.CRCM5-UQAM,vaira,2089,51
GEMatm-MPI.CRCM5-UQAM,vaira,2090,36
GEMatm-MPI.CRCM5-UQAM,vaira,2091,45
GEMatm-MPI.CRCM5-UQAM,vaira,2092,19
GEMatm-MPI.CRCM5-UQAM,vaira,2093,50
GEMatm-MPI.CRCM5-UQAM,vaira,2094,75
GEMatm-MPI.CRCM5-UQAM,vaira,2095,32
GEMatm-MPI.CRCM5-UQAM,vaira,2096,61
GEMatm-MPI.CRCM5-UQAM,vaira,2097,28
GEMatm-MPI.CRCM5-UQAM,vaira,2098,63
GEMatm-MPI.CRCM5-UQAM,vaira,2099,25
GEMatm-MPI.CRCM5-UQAM,vaira,2100,44
GFDL-ESM2M.RegCM4,ibp,2007,213
GFDL-ESM2M.RegCM4,ibp,2008,165
GFDL-ESM2M.RegCM4,ibp,2009,250
GFDL-ESM2M.RegCM4,ibp,2010,229
GFDL-ESM2M.RegCM4,ibp,2011,233
GFDL-ESM2M.RegCM4,ibp,2012,212
GFDL-ESM2M.RegCM4,ibp,2013,231
GFDL-ESM2M.RegCM4,ibp,2014,200
GFDL-ESM2M.RegCM4,ibp,2015,177
GFDL-ESM2M.RegCM4,ibp,2016,187
GFDL-ESM2M.RegCM4,ibp,2017,200
GFDL-ESM2M.RegCM4,ibp,2019,177
GFDL-ESM2M.RegCM4,ibp,2020,241
GFDL-ESM2M.RegCM4,ibp,2021,248
GFDL-ESM2M.RegCM4,ibp,2022,188
GFDL-ESM2M.RegCM4,ibp,2023,157
GFDL-ESM2M.RegCM4,ibp,2025,255
GFDL-ESM2M.RegCM4,ibp,2026,206
GFDL-ESM2M.RegCM4,ibp,2027,262
GFDL-ESM2M.RegCM4,ibp,2028,258
GFDL-ESM2M.RegCM4,ibp,2029,205
GFDL-ESM2M.RegCM4,ibp,2030,221
GFDL-ESM2M.RegCM4,ibp,2031,239
GFDL-ESM2M.RegCM4,ibp,2032,214
GFDL-ESM2M.RegCM4,ibp,2033,196
GFDL-ESM2M.RegCM4,ibp,2034,214
GFDL-ESM2M.RegCM4,ibp,2035,244
GFDL-ESM2M.RegCM4,ibp,2036,210
GFDL-ESM2M.RegCM4,ibp,2037,247
GFDL-ESM2M.RegCM4,ibp,2038,230
GFDL-ESM2M.RegCM4,ibp,2039,205
GFDL-ESM2M.RegCM4,ibp,2040,236
GFDL-ESM2M.RegCM4,ibp,2041,231
GFDL-ESM2M.RegCM4,ibp,2042,248
GFDL-ESM2M.RegCM4,ibp,2043,242
GFDL-ESM2M.RegCM4,ibp,2044,194
GFDL-ESM2M.RegCM4,ibp,2045,169
GFDL-ESM2M.RegCM4,ibp,2046,194
GFDL-ESM2M.RegCM4,ibp,2047,209
GFDL-ESM2M.RegCM4,ibp,2048,205
GFDL-ESM2M.RegCM4,ibp,2049,243
GFDL-ESM2M.RegCM4,ibp,2050,231
GFDL-ESM2M.RegCM4,ibp,2051,203
GFDL-ESM2M.RegCM4,ibp,2052,135
GFDL-ESM2M.RegCM4,ibp,2053,220
GFDL-ESM2M.RegCM4,ibp,2054,171
GFDL-ESM2M.RegCM4,ibp,2055,200
GFDL-ESM2M.RegCM4,ibp,2057,181
GFDL-ESM2M.RegCM4,ibp,2058,200
GFDL-ESM2M.RegCM4,ibp,2059,212
GFDL-ESM2M.RegCM4,ibp,2060,249
GFDL-ESM2M.RegCM4,ibp,2061,253
GFDL-ESM2M.RegCM4,ibp,2062,235
GFDL-ESM2M.RegCM4,ibp,2063,237
GFDL-ESM2M.RegCM4,ibp,2064,227
GFDL-ESM2M.RegCM4,ibp,2066,191
GFDL-ESM2M.RegCM4,ibp,2067,242
GFDL-ESM2M.RegCM4,ibp,2068,230
GFDL-ESM2M.RegCM4,ibp,2069,191
GFDL-ESM2M.RegCM4,ibp,2072,228
GFDL-ESM2M.RegCM4,ibp,2073,179
GFDL-ESM2M.RegCM4,ibp,2074,169
GFDL-ESM2M.RegCM4,ibp,2075,219
GFDL-ESM2M.RegCM4,ibp,2076,241
GFDL-ESM2M.RegCM4,ibp,2077,200
GFDL-ESM2M.RegCM4,ibp,2078,253
GFDL-ESM2M.RegCM4,ibp,2079,247
GFDL-ESM2M.RegCM4,ibp,2080,188
