#
# Transition date estimate for ahwahnee
#
# Site: ahwahnee
# Veg Type: GR
# ROI ID Number: 3000
# Aggregation period: 3day
# Year min: 2016
# Year max: 2020
# Final Processing Date: 2022-05-03
# Final Processing Time: 14:04:13
# Spline RMSE gcc_mean: 0.00241
# Spline RMSE gcc_50: 0.00256
# Spline RMSE gcc_75: 0.00249
# Spline RMSE gcc_90: 0.0026
#
site,veg_type,roi_id,direction,gcc_value,transition_10,transition_25,transition_50,transition_10_lower_ci,transition_25_lower_ci,transition_50_lower_ci,transition_10_upper_ci,transition_25_upper_ci,transition_50_upper_ci,threshold_10,threshold_25,threshold_50,min_gcc,max_gcc
ahwahnee,GR,3000,rising,gcc_90,2016-02-24,2016-03-05,2016-03-17,2016-02-18,2016-03-03,2016-03-14,2016-02-28,2016-03-07,2016-03-18,0.33656,0.34593,0.36252,0.33077,0.39195
ahwahnee,GR,3000,rising,gcc_90,2017-03-05,2017-03-11,2017-03-19,2017-02-19,2017-03-10,2017-03-17,2017-03-06,2017-03-13,2017-03-20,0.34562,0.35488,0.37306,0.33908,0.4051
ahwahnee,GR,3000,rising,gcc_90,2018-03-31,2018-04-07,2018-04-17,2018-03-30,2018-04-06,2018-04-14,2018-04-03,2018-04-09,2018-04-18,0.33708,0.34837,0.3672,0.33144,0.40002
ahwahnee,GR,3000,rising,gcc_90,2019-03-27,2019-04-03,2019-04-16,2019-03-24,2019-04-02,2019-04-13,2019-03-30,2019-04-06,2019-04-18,0.33638,0.34497,0.36336,0.3301,0.39559
ahwahnee,GR,3000,rising,gcc_90,2020-03-22,2020-04-04,2020-04-20,2020-03-18,2020-04-02,2020-04-17,2020-03-26,2020-04-08,2020-04-21,0.33622,0.34502,0.3617,0.33044,0.39128
ahwahnee,GR,3000,rising,gcc_75,2016-02-19,2016-03-04,2016-03-17,2016-02-14,2016-03-02,2016-03-14,2016-02-26,2016-03-07,2016-03-18,0.33427,0.34298,0.35992,0.3285,0.38917
ahwahnee,GR,3000,rising,gcc_75,2017-03-05,2017-03-11,2017-03-19,2017-02-18,2017-03-10,2017-03-17,2017-03-06,2017-03-13,2017-03-20,0.34356,0.35216,0.37044,0.3375,0.40198
ahwahnee,GR,3000,rising,gcc_75,2018-03-31,2018-04-06,2018-04-16,2018-03-29,2018-04-05,2018-04-14,2018-04-02,2018-04-08,2018-04-18,0.33537,0.34449,0.36255,0.32949,0.39512
ahwahnee,GR,3000,rising,gcc_75,2019-03-26,2019-04-03,2019-04-16,2019-03-24,2019-04-02,2019-04-13,2019-03-30,2019-04-05,2019-04-18,0.33401,0.34344,0.36157,0.32829,0.39307
ahwahnee,GR,3000,rising,gcc_75,2020-03-24,2020-04-05,2020-04-19,2020-03-21,2020-04-02,2020-04-17,2020-03-28,2020-04-08,2020-04-21,0.33546,0.3443,0.35915,0.32979,0.38784
ahwahnee,GR,3000,rising,gcc_50,2016-02-21,2016-03-05,2016-03-17,2016-02-14,2016-03-03,2016-03-15,2016-02-27,2016-03-08,2016-03-19,0.33271,0.34169,0.35755,0.32683,0.38716
ahwahnee,GR,3000,rising,gcc_50,2017-03-05,2017-03-11,2017-03-19,2017-02-18,2017-03-10,2017-03-18,2017-03-06,2017-03-13,2017-03-20,0.34056,0.34949,0.36693,0.33481,0.39867
ahwahnee,GR,3000,rising,gcc_50,2018-03-31,2018-04-06,2018-04-16,2018-03-29,2018-04-05,2018-04-14,2018-04-02,2018-04-08,2018-04-18,0.33338,0.34236,0.35925,0.32702,0.39102
ahwahnee,GR,3000,rising,gcc_50,2019-03-28,2019-04-04,2019-04-16,2019-03-25,2019-04-03,2019-04-14,2019-03-31,2019-04-06,2019-04-18,0.33279,0.3417,0.35826,0.32659,0.38955
ahwahnee,GR,3000,rising,gcc_50,2020-03-24,2020-04-07,2020-04-18,2020-03-21,2020-04-04,2020-04-16,2020-03-29,2020-04-09,2020-04-20,0.33246,0.34116,0.35505,0.32736,0.38258
ahwahnee,GR,3000,rising,gcc_mean,2016-02-21,2016-03-05,2016-03-18,2016-02-15,2016-03-02,2016-03-15,2016-02-27,2016-03-08,2016-03-20,0.3324,0.34143,0.35686,0.32694,0.38519
ahwahnee,GR,3000,rising,gcc_mean,2017-03-06,2017-03-11,2017-03-19,2017-02-28,2017-03-10,2017-03-17,2017-03-07,2017-03-13,2017-03-20,0.34031,0.3486,0.36499,0.3344,0.39472
ahwahnee,GR,3000,rising,gcc_mean,2018-03-31,2018-04-06,2018-04-17,2018-03-29,2018-04-04,2018-04-15,2018-04-02,2018-04-08,2018-04-18,0.33301,0.3418,0.35903,0.32674,0.38952
ahwahnee,GR,3000,rising,gcc_mean,2019-03-28,2019-04-03,2019-04-16,2019-03-25,2019-04-02,2019-04-13,2019-03-31,2019-04-06,2019-04-18,0.33223,0.34,0.35785,0.32637,0.38754
